Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Single.cells,Viable.cells,CD11b.,Eosinophils,Eosinophils...of.viable.,Granulocytes,Granulocytes....of.viable.,Monocytes,Monocytes....of.viable.,Inflammitory.Monocytes,Other.Monocytes,Resident.Monocytes
DO.0448,M,G10,LGDO-M-42,5/17/2012,8/13/2013,453,FCM (M) 59wks,93.2,87.1,33.4,12.1,4.04,70,23.4,17.4,5.8,27,49,24
DO.0448,M,G10,LGDO-M-42,5/17/2012,12/31/2013,593,FCM (M) 85wks,92.8,81,36.6,12.1,4.43,73.9,27,13.5,4.96,11.6,58.3,30.2
DO.0449,M,G10,LGDO-M-42,5/14/2012,1/2/2013,233,FCM (M) 33wks,94.3,78.8,45.4,7.36,3.34,71.9,32.7,19.9,9.05,63.3,12.6,24
DO.0449,M,G10,LGDO-M-42,5/14/2012,8/13/2013,456,FCM (M) 59wks,95.7,88.6,29.1,17.5,5.1,62.7,18.3,18.9,5.5,32.4,27,40.6
DO.0449,M,G10,LGDO-M-42,5/14/2012,12/31/2013,596,FCM (M) 85wks,94,90.8,82.5,1.03,0.853,84.1,69.3,13.7,11.3,3.88,72.4,23.7
DO.0450,M,G10,LGDO-M-42,5/14/2012,1/2/2013,233,FCM (M) 33wks,93.6,79.4,34,6.07,2.06,66.1,22.5,26.7,9.09,44,5.82,50.2
DO.0450,M,G10,LGDO-M-42,5/14/2012,8/13/2013,456,FCM (M) 59wks,91.4,87.2,35.9,17.4,6.26,51.9,18.6,30.2,10.8,24.3,13.3,62.4
DO.0450,M,G10,LGDO-M-42,5/14/2012,12/31/2013,596,FCM (M) 85wks,92,80.5,58.8,42.2,24.8,47.2,27.8,11.6,6.83,23.4,59.9,16.7
DO.0451,M,G10,LGDO-M-43,5/15/2012,1/2/2013,232,FCM (M) 33wks,94.4,77.9,20.5,8.34,1.71,59.6,12.2,31.2,6.39,61.8,8.76,29.4
DO.0451,M,G10,LGDO-M-43,5/15/2012,8/14/2013,456,FCM (M) 59wks,91.3,80.1,29.1,2.63,0.766,59.7,17.4,37,10.8,52.6,18.1,29.3
DO.0451,M,G10,LGDO-M-43,5/15/2012,12/31/2013,595,FCM (M) 85wks,94.3,80.6,34.8,7.94,2.76,65.2,22.7,26.4,9.19,32.7,42.3,25
DO.0452,M,G10,LGDO-M-43A,5/15/2012,1/2/2013,232,FCM (M) 33wks,89.9,69,34.8,2.57,0.89,53.8,18.7,41.8,14.5,64.5,7.55,27.9
DO.0452,M,G10,LGDO-M-43A,5/15/2012,8/14/2013,456,FCM (M) 59wks,90.6,79.7,35.2,2.5,0.877,58.6,20.6,38.6,13.6,40.7,30.6,28.7
DO.0452,M,G10,LGDO-M-43A,5/15/2012,12/31/2013,595,FCM (M) 85wks,91.3,74.2,47.9,1.5,0.718,63.5,30.4,34.7,16.6,17.1,44.7,38.2
DO.0453,M,G10,LGDO-M-43,5/18/2012,1/2/2013,229,FCM (M) 33wks,87,61.3,28.1,7.36,2.07,51.6,14.5,38.2,10.7,51,6.02,43
DO.0453,M,G10,LGDO-M-43,5/18/2012,8/14/2013,453,FCM (M) 59wks,93.8,81,27.6,3.39,0.937,58,16,38.2,10.5,28.4,31.3,40.3
DO.0453,M,G10,LGDO-M-43,5/18/2012,12/31/2013,592,FCM (M) 85wks,93.6,78.7,36.6,1.56,0.572,58.3,21.3,39.9,14.6,16.5,41,42.5
DO.0454,M,G10,LGDO-M-43,5/15/2012,1/2/2013,232,FCM (M) 33wks,93.1,70.9,32.5,4.28,1.39,64.5,21,30.2,9.82,65.5,14.5,20
DO.0454,M,G10,LGDO-M-43,5/15/2012,8/14/2013,456,FCM (M) 59wks,93.8,81.3,28.9,12.5,3.61,64.3,18.5,22.9,6.6,40.1,42.2,17.7
DO.0454,M,G10,LGDO-M-43,5/15/2012,12/31/2013,595,FCM (M) 85wks,79.1,75.2,27,8.72,2.35,56,15.1,34.7,9.37,20.2,59.9,19.9
DO.0455,M,G10,LGDO-M-43,5/15/2012,1/2/2013,232,FCM (M) 33wks,93.9,60.6,26.3,12.9,3.4,63.3,16.7,22.6,5.95,50.8,9.19,40
DO.0455,M,G10,LGDO-M-43,5/15/2012,8/14/2013,456,FCM (M) 59wks,94.4,69.3,26.8,21.4,5.73,43.2,11.6,34.7,9.29,35.7,33.3,31
DO.0455,M,G10,LGDO-M-43,5/15/2012,12/31/2013,595,FCM (M) 85wks,92.7,65.6,29.6,11.8,3.5,60.1,17.8,27.7,8.2,22.9,44,33.2
DO.0456,M,G10,LGDO-M-44,5/16/2012,1/2/2013,231,FCM (M) 33wks,90.4,66.2,21.8,15.7,3.42,61.3,13.4,21.1,4.61,69.6,7.2,23.2
DO.0456,M,G10,LGDO-M-44,5/16/2012,8/14/2013,455,FCM (M) 59wks,86.2,81.2,51.5,5.55,2.86,67.4,34.7,26.1,13.4,48.3,43.7,8.01
DO.0456,M,G10,LGDO-M-44,5/16/2012,12/31/2013,594,FCM (M) 85wks,87.2,71.9,52.6,4.26,2.24,69.5,36.5,25.7,13.5,27.5,67.1,5.35
DO.0457,M,G10,LGDO-M-44B,5/15/2012,1/2/2013,232,FCM (M) 33wks,93.4,76.5,30,14.2,4.25,55.6,16.7,27.7,8.31,38.3,29.8,32
DO.0458,M,G10,LGDO-M-44B,5/13/2012,1/2/2013,234,FCM (M) 33wks,94.8,73.8,34.3,2,0.69,74.2,25.4,23,7.89,53.9,12.8,33.3
DO.0459,M,G10,LGDO-M-44A,5/15/2012,1/2/2013,232,FCM (M) 33wks,94,72.1,20.5,14.7,3.01,68.4,14,16.2,3.33,21,48.1,30.9
DO.0459,M,G10,LGDO-M-44A,5/15/2012,8/14/2013,456,FCM (M) 59wks,96,67.5,29.8,6.91,2.06,62.1,18.5,30.5,9.1,48.2,30.2,21.6
DO.0459,M,G10,LGDO-M-44A,5/15/2012,12/31/2013,595,FCM (M) 85wks,88.2,52.8,30.4,9.29,2.83,65.1,19.8,25.2,7.68,5.5,65.4,29.1
DO.0460,M,G10,LGDO-M-44,5/15/2012,1/2/2013,232,FCM (M) 33wks,92.7,58,41.7,9.68,4.04,60.6,25.3,27.7,11.5,0.63,80.8,18.5
DO.0460,M,G10,LGDO-M-44,5/15/2012,8/14/2013,456,FCM (M) 59wks,92.3,76,54.5,10.7,5.83,55.9,30.5,30.9,16.9,1.63,83.3,15.1
DO.0460,M,G10,LGDO-M-44,5/15/2012,12/31/2013,595,FCM (M) 85wks,81.5,72.4,41.8,6.5,2.71,62.2,26,30.4,12.7,2.06,78.3,19.6
DO.0461,M,G10,LGDO-M-45A,5/15/2012,1/8/2013,238,FCM (M) 33wks,97.3,64.3,41.1,11.1,4.56,67.1,27.6,20,8.23,68.1,10.2,21.7
DO.0461,M,G10,LGDO-M-45A,5/15/2012,8/14/2013,456,FCM (M) 59wks,94.2,80.6,37.1,13,4.83,59.3,22,26.8,9.94,57.9,18.4,23.8
DO.0461,M,G10,LGDO-M-45A,5/15/2012,1/7/2014,602,FCM (M) 85wks,95.4,73.7,42.6,13,5.54,62.5,26.6,24.2,10.3,51.6,30.7,17.6
DO.0465,M,G10,LGDO-M-45,5/13/2012,1/8/2013,240,FCM (M) 33wks,96.2,69.7,29,13.8,3.99,57.6,16.7,27.5,7.96,45.8,34.5,19.7
DO.0466,M,G10,LGDO-M-46,5/15/2012,1/8/2013,238,FCM (M) 33wks,97.2,40.7,28.3,1.93,0.55,76.6,21.7,19.7,5.58,13,53.3,33.7
DO.0466,M,G10,LGDO-M-46,5/15/2012,8/14/2013,456,FCM (M) 59wks,93,74.9,31.4,6.67,2.09,61.9,19.4,30.8,9.67,3.31,69.4,27.3
DO.0466,M,G10,LGDO-M-46,5/15/2012,1/7/2014,602,FCM (M) 85wks,93.3,69.8,27.8,8.13,2.26,61.1,17,30.4,8.46,1.38,69.9,28.7
DO.0467,M,G10,LGDO-M-46,5/15/2012,1/8/2013,238,FCM (M) 33wks,96.1,67.5,19.5,9.53,1.86,66.6,13,21.6,4.22,51.3,14.3,34.5
DO.0467,M,G10,LGDO-M-46,5/15/2012,8/14/2013,456,FCM (M) 59wks,90.7,75.6,17.4,12.1,2.1,52.6,9.12,34.7,6.01,33.2,22.3,44.4
DO.0467,M,G10,LGDO-M-46,5/15/2012,1/7/2014,602,FCM (M) 85wks,87.8,59.4,21.2,8.49,1.8,59.5,12.6,31.7,6.72,34.8,21.8,43.4
DO.0469,M,G10,LGDO-M-46,5/15/2012,1/8/2013,238,FCM (M) 33wks,96.1,66.6,57.1,1.1,0.63,87.9,50.2,10.2,5.84,29.4,36.1,34.4
DO.0469,M,G10,LGDO-M-46,5/15/2012,8/14/2013,456,FCM (M) 59wks,90.4,78.6,70.9,1.07,0.761,49.3,34.9,49.5,35.1,15.9,40.2,43.9
DO.0469,M,G10,LGDO-M-46,5/15/2012,1/7/2014,602,FCM (M) 85wks,95.2,73.1,39.9,3.28,1.31,71.6,28.5,25.1,10,5.24,50,44.7
DO.0470,M,G10,LGDO-M-46A,5/15/2012,1/8/2013,238,FCM (M) 33wks,95.1,69.3,28.2,8.47,2.39,60.3,17,29.7,8.38,42.8,19.8,37.4
DO.0470,M,G10,LGDO-M-46A,5/15/2012,8/14/2013,456,FCM (M) 59wks,85.8,73.1,33.8,1.71,0.577,64.7,21.9,33,11.2,23.9,39.7,36.5
DO.0470,M,G10,LGDO-M-46A,5/15/2012,1/7/2014,602,FCM (M) 85wks,84.2,52,54.4,1.66,0.905,64.5,35.1,33.5,18.3,24.6,30.5,44.9
DO.0471,M,G10,LGDO-M-47C,5/14/2012,1/8/2013,239,FCM (M) 33wks,97.3,44,29.6,3.97,1.18,45.2,13.4,46.8,13.9,32.6,13,54.4
DO.0471,M,G10,LGDO-M-47C,5/14/2012,8/14/2013,457,FCM (M) 59wks,84.6,51.8,40.4,8.04,3.24,36.7,14.8,54.4,21.9,19.6,44,36.5
DO.0471,M,G10,LGDO-M-47C,5/14/2012,1/7/2014,603,FCM (M) 85wks,87.9,35.2,54.2,1.55,0.841,72.3,39.2,25.7,14,10.6,43.2,46.2
DO.0472,M,G10,LGDO-M-47B,5/17/2012,1/8/2013,236,FCM (M) 33wks,97,61.6,27.5,9.53,2.62,56.6,15.6,31.8,8.75,55.6,20.2,24.2
DO.0472,M,G10,LGDO-M-47B,5/17/2012,8/14/2013,454,FCM (M) 59wks,88.8,79.9,39.4,9.83,3.88,61.2,24.1,28.5,11.2,16.2,66,17.9
DO.0472,M,G10,LGDO-M-47B,5/17/2012,1/7/2014,600,FCM (M) 85wks,88.8,70.5,25.3,11.5,2.9,53,13.4,35.1,8.88,17.7,60.8,21.5
DO.0473,M,G10,LGDO-M-47,5/15/2012,1/8/2013,238,FCM (M) 33wks,94.9,61.7,30,8.89,2.67,62.4,18.7,27,8.11,47.5,23.7,28.8
DO.0473,M,G10,LGDO-M-47,5/15/2012,8/14/2013,456,FCM (M) 59wks,91.9,71.6,31,17.5,5.42,47.9,14.9,32.9,10.2,34.9,38.9,26.2
DO.0473,M,G10,LGDO-M-47,5/15/2012,1/7/2014,602,FCM (M) 85wks,91.4,73.7,46,8.08,3.72,63.2,29.1,28.5,13.1,7.33,66.4,26.3
DO.0474,M,G10,LGDO-M-47A,5/16/2012,1/8/2013,237,FCM (M) 33wks,94.5,70.3,38.9,8.79,3.41,69.7,27.1,19.8,7.71,54.7,11,34.3
DO.0474,M,G10,LGDO-M-47A,5/16/2012,8/14/2013,455,FCM (M) 59wks,89.8,76.9,43.1,4.73,2.04,74.2,32,20.4,8.82,61.2,11.3,27.5
DO.0474,M,G10,LGDO-M-47A,5/16/2012,1/7/2014,601,FCM (M) 85wks,90.6,73.9,43.2,3.27,1.41,67.7,29.3,28.8,12.4,39,18.7,42.3
DO.0475,M,G10,LGDO-M-47,5/14/2012,1/8/2013,239,FCM (M) 33wks,97,76,16.5,8.56,1.41,63.2,10.4,26.9,4.43,71.6,7.61,20.8
DO.0475,M,G10,LGDO-M-47,5/14/2012,8/14/2013,457,FCM (M) 59wks,92.3,81.4,15.3,9.15,1.4,58.9,9.02,30.3,4.64,63.2,12.3,24.5
DO.0475,M,G10,LGDO-M-47,5/14/2012,1/7/2014,603,FCM (M) 85wks,92.4,71.7,14.8,8.27,1.23,54.5,8.09,37,5.49,39.6,23.3,37.1
DO.0476,M,G10,LGDO-M-48,5/18/2012,1/8/2013,235,FCM (M) 33wks,93.2,74.5,49.1,19.7,9.67,45.3,22.2,33.1,16.3,44,32.1,23.9
DO.0476,M,G10,LGDO-M-48,5/18/2012,8/14/2013,453,FCM (M) 59wks,89.5,78.1,37.3,15.9,5.92,44.3,16.5,38.3,14.3,25.1,48.5,26.4
DO.0476,M,G10,LGDO-M-48,5/18/2012,1/7/2014,599,FCM (M) 85wks,93.2,81.5,33.1,12.3,4.08,42.6,14.1,44.9,14.8,11.8,57.1,31.1
DO.0477,M,G10,LGDO-M-48B,5/17/2012,1/8/2013,236,FCM (M) 33wks,95.3,57.2,33.3,17.5,5.82,55.4,18.4,24.9,8.28,44.9,22.2,32.9
DO.0477,M,G10,LGDO-M-48B,5/17/2012,8/14/2013,454,FCM (M) 59wks,89.2,71.5,24.7,14.6,3.59,44.5,11,40,9.86,37.8,34.9,27.3
DO.0477,M,G10,LGDO-M-48B,5/17/2012,1/7/2014,600,FCM (M) 85wks,70.1,56.6,25.8,9.97,2.57,47.3,12.2,41.7,10.8,12.3,56.6,31.1
DO.0478,M,G10,LGDO-M-48,5/17/2012,1/8/2013,236,FCM (M) 33wks,93.8,69.4,72.7,1.17,0.85,80.8,58.7,17.2,12.5,20.6,62.7,16.7
DO.0480,M,G10,LGDO-M-48A,5/10/2012,1/8/2013,243,FCM (M) 33wks,96.5,45,25.1,4.58,1.15,76.3,19.1,17.7,4.45,18.2,45,36.7
DO.0480,M,G10,LGDO-M-48A,5/10/2012,8/14/2013,461,FCM (M) 59wks,93.3,76.8,24.5,7.67,1.88,67.3,16.5,24.7,6.04,7.61,59.7,32.7
DO.0480,M,G10,LGDO-M-48A,5/10/2012,1/7/2014,607,FCM (M) 85wks,91.1,66.3,22.3,6.48,1.44,59.7,13.3,33.6,7.49,1.9,58.1,40
DO.0481,F,G11,LGDO-F-49,8/19/2012,4/4/2013,228,FCM (M) 33wks,93.5,67.5,38.9,14.3,5.56,53.6,20.8,31,12,59.1,10.5,30.4
DO.0481,F,G11,LGDO-F-49,8/19/2012,10/2/2013,409,FCM (M) 59wks,94.5,83,24.6,10.1,2.49,45.3,11.1,44.5,10.9,42.8,25.8,31.4
DO.0482,F,G11,LGDO-F-49,8/21/2012,4/1/2014,588,FCM (M) 85wks,94.9,80,32.5,8.11,2.64,55.7,18.1,36.1,11.7,14.9,51,34.1
DO.0482,F,G11,LGDO-F-49,8/21/2012,4/4/2013,226,FCM (M) 33wks,94.1,70.1,21.3,6.33,1.35,62.8,13.3,30.1,6.39,31.8,28.8,39.4
DO.0482,F,G11,LGDO-F-49,8/21/2012,10/2/2013,407,FCM (M) 59wks,95.4,83.9,20.2,6.18,1.25,57.9,11.7,35.6,7.18,26.8,38.8,34.3
DO.0483,F,G11,LGDO-F-49,8/20/2012,4/1/2014,589,FCM (M) 85wks,95.2,65.4,59.7,1.64,0.981,71.1,42.4,27.2,16.3,23.8,31.5,44.7
DO.0483,F,G11,LGDO-F-49,8/20/2012,4/4/2013,227,FCM (M) 33wks,94.1,55.5,26.2,8,2.09,56.6,14.8,34.3,8.96,37.5,14.3,48.2
DO.0483,F,G11,LGDO-F-49,8/20/2012,10/2/2013,408,FCM (M) 59wks,94.1,75.3,20.5,5.96,1.22,50.9,10.4,42.8,8.76,28.8,23.9,47.3
DO.0484,F,G11,LGDO-F-49,8/19/2012,4/4/2013,228,FCM (M) 33wks,95.7,57,20.5,13.6,2.78,57.2,11.7,27.8,5.68,56.5,8.25,35.3
DO.0485,F,G11,LGDO-F-49,8/23/2012,4/1/2014,586,FCM (M) 85wks,96.2,77.4,26.1,6.55,1.71,41.9,10.9,51.5,13.5,24.6,18.8,56.7
DO.0485,F,G11,LGDO-F-49,8/23/2012,4/4/2013,224,FCM (M) 33wks,93.8,65.9,26,4.99,1.3,46.9,12.2,47.2,12.3,31,13,55.9
DO.0485,F,G11,LGDO-F-49,8/23/2012,10/2/2013,405,FCM (M) 59wks,95.6,86,21.8,7.29,1.59,44.6,9.74,47.8,10.4,17.1,27.2,55.7
DO.0486,F,G11,LGDO-F-50,8/20/2012,4/4/2013,227,FCM (M) 33wks,93.4,60.5,44.5,7.52,3.35,61.9,27.5,28.7,12.8,43.4,8.49,48.1
DO.0486,F,G11,LGDO-F-50,8/20/2012,10/2/2013,408,FCM (M) 59wks,93.9,83,36.7,2.43,0.891,50.7,18.6,45.9,16.9,44.4,39.3,16.3
DO.0487,F,G11,LGDO-F-50,8/22/2012,4/1/2014,587,FCM (M) 85wks,96.3,82.5,22.6,20.1,4.54,48.4,10.9,31.5,7.12,18.5,38.9,42.5
DO.0487,F,G11,LGDO-F-50,8/22/2012,4/4/2013,225,FCM (M) 33wks,95.2,64,20.7,16.4,3.39,42.3,8.77,40.7,8.45,34.4,19.3,46.3
DO.0487,F,G11,LGDO-F-50,8/22/2012,10/2/2013,406,FCM (M) 59wks,96.4,83.8,17,17,2.9,51.6,8.79,31.1,5.3,28.2,37.3,34.5
DO.0488,F,G11,LGDO-F-50,8/18/2012,4/1/2014,591,FCM (M) 85wks,94.4,73.4,29.6,6.82,2.02,64.5,19.1,28.6,8.46,41.3,18.7,40
DO.0488,F,G11,LGDO-F-50,8/18/2012,4/4/2013,229,FCM (M) 33wks,91.7,61.3,20.9,7,1.46,53.1,11.1,38.5,8.02,37.6,8.25,54.2
DO.0488,F,G11,LGDO-F-50,8/18/2012,10/2/2013,410,FCM (M) 59wks,94.5,85.2,20.5,5.01,1.03,69.2,14.2,25.7,5.27,23.1,15.7,61.2
DO.0489,F,G11,LGDO-F-50,8/18/2012,4/1/2014,591,FCM (M) 85wks,80.3,33.2,33.1,10,3.33,29.2,9.67,60.6,20.1,56.7,8,35.3
DO.0489,F,G11,LGDO-F-50,8/18/2012,4/4/2013,229,FCM (M) 33wks,93.3,50.5,20.8,24.4,5.07,17,3.53,56.3,11.7,33.7,7.24,59.1
DO.0489,F,G11,LGDO-F-50,8/18/2012,10/2/2013,410,FCM (M) 59wks,90,76.4,12.6,14.3,1.81,35.8,4.51,49.5,6.25,31.5,28.7,39.8
DO.0490,F,G11,LGDO-F-50,8/24/2012,4/4/2013,223,FCM (M) 33wks,91.5,61.7,17.7,8.62,1.53,52,9.2,37.7,6.68,20,30.3,49.7
DO.0491,F,G11,LGDO-F-51,8/22/2012,4/1/2014,587,FCM (M) 85wks,95.7,81.2,31.6,13.4,4.23,48.6,15.3,38,12,7.53,68.4,24
DO.0491,F,G11,LGDO-F-51,8/22/2012,4/4/2013,225,FCM (M) 33wks,91.2,66.5,28,16.4,4.58,49.2,13.8,32.9,9.21,56,20.8,23.2
DO.0491,F,G11,LGDO-F-51,8/22/2012,10/2/2013,406,FCM (M) 59wks,95.2,87.2,22.3,26.8,5.97,45.7,10.2,27.1,6.06,24.4,55.3,20.3
DO.0492,F,G11,LGDO-F-51,8/21/2012,4/1/2014,588,FCM (M) 85wks,96.4,84.2,68,28.3,19.2,46.9,31.9,24.6,16.7,30.6,33.2,36.2
DO.0492,F,G11,LGDO-F-51,8/21/2012,4/4/2013,226,FCM (M) 33wks,94.7,71.4,53.1,28.7,15.2,46.9,24.9,21.5,11.4,57.9,11.4,30.6
DO.0492,F,G11,LGDO-F-51,8/21/2012,10/2/2013,407,FCM (M) 59wks,95.1,86.5,39.2,23,9.02,54.1,21.2,22.4,8.78,27.8,42.5,29.7
DO.0494,F,G11,LGDO-F-51,8/22/2012,4/1/2014,587,FCM (M) 85wks,94.8,83.3,20.9,8.22,1.72,75.6,15.8,16,3.34,22.9,52.5,24.6
DO.0494,F,G11,LGDO-F-51,8/22/2012,4/4/2013,225,FCM (M) 33wks,92.3,59.3,23.8,29.9,7.13,43.4,10.3,24.8,5.92,43.7,15.2,41
DO.0494,F,G11,LGDO-F-51,8/22/2012,10/2/2013,406,FCM (M) 59wks,95.2,89.8,13.1,15.2,2,68,8.92,16.2,2.12,18.3,41.4,40.3
DO.0495,F,G11,LGDO-F-51,8/21/2012,4/1/2014,588,FCM (M) 85wks,95.9,82.4,40.9,8.36,3.42,64.2,26.2,27.3,11.2,33.9,31.2,34.9
DO.0495,F,G11,LGDO-F-51,8/21/2012,4/4/2013,226,FCM (M) 33wks,93.8,65.1,26.7,7.76,2.07,64.4,17.2,26.4,7.05,46.6,10.9,42.5
DO.0495,F,G11,LGDO-F-51,8/21/2012,10/2/2013,407,FCM (M) 59wks,94.9,78.9,15.7,11.7,1.84,48.7,7.65,38.9,6.12,20.3,22,57.7
DO.0496,F,G11,LGDO-F-52,8/21/2012,4/4/2013,226,FCM (M) 33wks,82.2,73.4,65.4,3.04,1.99,81.2,53.1,15.2,9.92,45.6,41.9,12.6
DO.0496,F,G11,LGDO-F-52,8/21/2012,10/2/2013,407,FCM (M) 59wks,87.6,72,41.8,4.9,2.05,67.8,28.4,26.7,11.2,18.4,65.1,16.5
DO.0497,F,G11,LGDO-F-52,8/22/2012,4/1/2014,587,FCM (M) 85wks,97,77.3,32.1,11.3,3.61,69.4,22.3,19.3,6.18,55.1,22.3,22.6
DO.0497,F,G11,LGDO-F-52,8/22/2012,4/4/2013,225,FCM (M) 33wks,94,61.4,29.3,10.5,3.09,69.4,20.3,18.7,5.48,55.2,16.6,28.2
DO.0497,F,G11,LGDO-F-52,8/22/2012,10/2/2013,406,FCM (M) 59wks,96.1,83.1,22.4,11.4,2.56,70.9,15.9,17.5,3.91,41.6,36.2,22.2
DO.0498,F,G11,LGDO-F-52,8/19/2012,4/1/2014,590,FCM (M) 85wks,97.3,77,10.4,20.7,2.15,48.2,5,30.5,3.17,36.5,27,36.5
DO.0498,F,G11,LGDO-F-52,8/19/2012,4/4/2013,228,FCM (M) 33wks,94.6,60.7,20.6,14.2,2.92,59.5,12.3,24.5,5.05,56.8,14.5,28.7
DO.0498,F,G11,LGDO-F-52,8/19/2012,10/2/2013,409,FCM (M) 59wks,96.5,82.1,9.96,20.8,2.07,45,4.48,33.6,3.34,36.1,34,29.9
DO.0499,F,G11,LGDO-F-52,8/24/2012,4/1/2014,585,FCM (M) 85wks,96.8,70,61.8,5.26,3.25,77.5,47.8,17.1,10.5,46.9,15.6,37.4
DO.0499,F,G11,LGDO-F-52,8/24/2012,4/4/2013,223,FCM (M) 33wks,95.6,68.3,25.8,8.03,2.07,71.9,18.6,19.4,5.01,44.5,9.25,46.3
DO.0499,F,G11,LGDO-F-52,8/24/2012,10/2/2013,404,FCM (M) 59wks,96.5,81.3,38.4,4.59,1.76,75.6,29,19.7,7.56,38.5,20.3,41.2
DO.0500,F,G11,LGDO-F-52,8/19/2012,4/1/2014,590,FCM (M) 85wks,94.6,87.6,10.1,1.54,0.155,29.8,3.01,67.3,6.8,0.792,51.6,47.6
DO.0500,F,G11,LGDO-F-52,8/19/2012,4/4/2013,228,FCM (M) 33wks,93.3,64.1,20.5,14.1,2.88,47.8,9.81,36.3,7.45,41.7,10,48.2
DO.0500,F,G11,LGDO-F-52,8/19/2012,10/2/2013,409,FCM (M) 59wks,93.3,83.3,43.6,1.47,0.639,45.5,19.8,53,23.1,14.4,20.2,65.4
DO.0501,F,G11,LGDO-F-53,8/22/2012,4/8/2014,594,FCM (M) 85wks,96.1,77.1,26.1,7.09,1.85,69.3,18.1,23.4,6.11,46.3,21.1,32.6
DO.0501,F,G11,LGDO-F-53,8/22/2012,4/10/2013,231,FCM (M) 33wks,97.9,64,24.5,6.1,1.49,74.4,18.2,17.5,4.27,60.9,10.6,28.5
DO.0501,F,G11,LGDO-F-53,8/22/2012,10/9/2013,413,FCM (M) 59wks,95.5,83.4,21.6,8.54,1.84,62.5,13.5,28.7,6.2,33.2,38.5,28.3
DO.0502,F,G11,LGDO-F-53,8/19/2012,4/8/2014,597,FCM (M) 85wks,94.1,73,22.8,2.96,0.675,72.6,16.6,24.4,5.57,26.5,33,40.5
DO.0502,F,G11,LGDO-F-53,8/19/2012,4/10/2013,234,FCM (M) 33wks,95.3,67.5,27.6,4.94,1.36,78.6,21.7,16.2,4.47,49.4,24,26.6
DO.0502,F,G11,LGDO-F-53,8/19/2012,10/9/2013,416,FCM (M) 59wks,91.8,78.3,18.9,5.95,1.12,66.2,12.5,27.6,5.21,14.6,53.3,32.2
DO.0503,F,G11,LGDO-F-53,8/22/2012,4/8/2014,594,FCM (M) 85wks,96.2,79.8,27.2,8.5,2.31,60.4,16.4,31,8.43,0.813,52.6,46.5
DO.0503,F,G11,LGDO-F-53,8/22/2012,4/10/2013,231,FCM (M) 33wks,95.9,70.7,19.7,6.52,1.28,67.6,13.3,25.2,4.96,25.9,39.1,35
DO.0503,F,G11,LGDO-F-53,8/22/2012,10/9/2013,413,FCM (M) 59wks,92.6,81.2,17.1,9.1,1.56,59.8,10.2,30.7,5.26,5.98,58.2,35.9
DO.0504,F,G11,LGDO-F-53,8/24/2012,4/8/2014,592,FCM (M) 85wks,95.5,78.1,19.2,13.3,2.55,53.5,10.3,33.2,6.36,16.9,47.9,35.3
DO.0504,F,G11,LGDO-F-53,8/24/2012,4/10/2013,229,FCM (M) 33wks,97.2,69.8,14.7,13.2,1.94,48.1,7.1,38.1,5.61,38,18.9,43.1
DO.0504,F,G11,LGDO-F-53,8/24/2012,10/9/2013,411,FCM (M) 59wks,95.7,84.6,15,10.9,1.64,53.4,8.03,35.2,5.29,16.1,42.2,41.7
DO.0505,F,G11,LGDO-F-53,8/17/2012,4/8/2014,599,FCM (M) 85wks,96.3,84.2,63.5,12.8,8.11,69.3,44,17.8,11.3,8.99,62.9,28.1
DO.0505,F,G11,LGDO-F-53,8/17/2012,4/10/2013,236,FCM (M) 33wks,95.6,66.1,25,16.5,4.13,56.3,14.1,26.4,6.6,46.1,15.8,38.1
DO.0505,F,G11,LGDO-F-53,8/17/2012,10/9/2013,418,FCM (M) 59wks,94.5,84.7,23.5,10.6,2.49,72.4,17,16.7,3.92,16.1,71.4,12.6
DO.0506,F,G11,LGDO-F-54,8/23/2012,4/8/2014,593,FCM (M) 85wks,96.6,81.3,20.7,16.8,3.48,57.9,12,25.2,5.22,16.1,42.8,41.1
DO.0506,F,G11,LGDO-F-54,8/23/2012,4/10/2013,230,FCM (M) 33wks,96.8,69.4,22,13,2.86,61.6,13.5,24.7,5.44,44.9,19.9,35.1
DO.0506,F,G11,LGDO-F-54,8/23/2012,10/9/2013,412,FCM (M) 59wks,97.1,87.3,38.2,7.33,2.8,75.8,28.9,16.6,6.34,12.4,59.2,28.4
DO.0507,F,G11,LGDO-F-54,8/17/2012,4/8/2014,599,FCM (M) 85wks,95.7,80.4,21,12.8,2.69,62.9,13.2,24.1,5.06,61.5,16.4,22
DO.0507,F,G11,LGDO-F-54,8/17/2012,4/10/2013,236,FCM (M) 33wks,96.6,68.7,14.3,18.9,2.7,53.5,7.64,26.8,3.82,64.1,7.74,28.2
DO.0507,F,G11,LGDO-F-54,8/17/2012,10/9/2013,418,FCM (M) 59wks,93.8,85.5,9.25,20.6,1.9,56.7,5.24,22.2,2.05,52,22.4,25.7
DO.0508,F,G11,LGDO-F-54,8/19/2012,4/10/2013,234,FCM (M) 33wks,95.9,47.3,39.2,13.8,5.41,56.3,22.1,28.7,11.3,48.8,6.41,44.8
DO.0509,F,G11,LGDO-F-54,8/21/2012,4/10/2013,232,FCM (M) 33wks,94.2,82.3,60.3,5.91,3.56,78.8,47.5,14.6,8.79,30.6,37.3,32.2
