JCMS.Mouse.ID,SC.Number,Strain,DOB,Sex,Generation,From.Cage,Date.of.wean,JCMS.Pen..,cage.,Ear.Notch,Coat.Color,Chip.ID,Death.date,Death.type,Notes,Age..mth.,Age.of.VP,Date.of.VP,BW,Tail.Length,Urine.28wks,Bld6..29wk,Bld2.31.wk,bld7.33wks,Urine.54wk,Bld6.55wk,bld2.57wk,Bld7.59wk,Urine.80wk,Bld6.81.wk,Bld2.83wks,Bld7.85.wks,X104wk.BW.Date,X104wk.BW,X130wk.BW.Date,X130wk.BW,X26.Mo.PP.Paper,X156.wek.BW.date,X156wk.BW,X30.Mo.PP.paper,COMMENTS,survival
DO.0182,12412,J:DO,5/15/2012,F,G10,57,6/5/2012,37,LGDO-F-37,R,Agouti,00071B793E,12/16/2014,FD,,31.5,23,6/7/2012,12.03,7.6,11/19/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/18/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,36.33,11/11/2014,25.05,7/8/2014,5/12/2015,NA,,,945
DO.0183,12413,J:DO,5/12/2012,F,G10,58,6/5/2012,37,LGDO-F-37,L,Agouti,00071B7212,4/5/2014,F.D. (Y),,23.1,26,6/7/2012,15.04,7.4,11/19/2012,12/1/2012,12/15/2012,12/29/2012,5/25/2013,6/1/2013,6/15/2013,6/29/2013,11/18/2013,11/30/2013,12/14/2013,12/28/2013,5/10/2014,NA,11/8/2014,NA,7/5/2014,5/9/2015,NA,,,693
DO.0184,12414,J:DO,5/15/2012,F,G10,59,6/5/2012,37,LGDO-F-37,B,Agouti,00071B85EE,4/28/2014,F.D. (Y),,23.77,28,6/12/2012,14.33,7.2,11/19/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/18/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,713
DO.0185,12415,J:DO,5/17/2012,F,G10,61,6/5/2012,37,LGDO-F-37,2R3L,WB Agouti,00071BA674,7/7/2014,F.D. (Y),,26.03,33,6/19/2012,16.5,7.6,11/19/2012,12/6/2012,12/20/2012,1/3/2013,5/30/2013,6/6/2013,6/20/2013,7/4/2013,11/18/2013,12/5/2013,12/19/2013,1/2/2014,5/15/2014,23.08,11/13/2014,NA,7/10/2014,5/14/2015,NA,,,781
DO.0186,12416,J:DO,5/15/2012,F,G10,60,6/5/2012,38,LGDO-F-38,2L,Black,00071B7470,5/21/2014,F.D. (Y),,24.53,23,6/7/2012,12.05,6.9,11/19/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/18/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,29.29,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,736
DO.0187,12417,J:DO,5/14/2012,F,G10,62,6/5/2012,38,LGDO-F-38,1R2L,Cinnamon,00071B81F3,12/8/2014,FD,,31.27,25,6/8/2012,17.47,6.7,11/19/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,11/18/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,50.26,11/10/2014,40.02,7/7/2014,5/11/2015,NA,,,938
DO.0188,12418,J:DO,5/14/2012,F,G10,65,6/5/2012,38,LGDO-F-38,2R1L,WB Agouti,00071BA04E,1/5/2015,FD,,32.2,24,6/7/2012,14.08,6.7,11/19/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,11/18/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,47.63,11/10/2014,41.8,7/7/2014,5/11/2015,NA,,,966
DO.0189,12419,J:DO,5/16/2012,F,G10,67,6/5/2012,38,LGDO-F-38,3R,Agouti,00071B7C6B,4/7/2014,F.D. (Y),,23.03,26,6/11/2012,13.18,6.3,11/19/2012,12/5/2012,12/19/2012,1/2/2013,5/29/2013,6/5/2013,6/19/2013,7/3/2013,11/18/2013,12/4/2013,12/18/2013,1/1/2014,5/14/2014,NA,11/12/2014,NA,7/9/2014,5/13/2015,NA,,,691
DO.0190,12420,J:DO,5/15/2012,F,G10,68,6/5/2012,38,LGDO-F-38,3L,Agouti,00071B51EB,9/22/2014,F.D.(Y),,28.67,27,6/11/2012,15.67,7.6,11/19/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/18/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,36.13,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,860
DO.0191,12421,J:DO,5/15/2012,F,G10,21,6/5/2012,39,LGDO-F-39,N,Black,00071B7AF9,4/21/2014,F.D. (Y),,23.53,30,6/14/2012,12.84,7.2,11/19/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/18/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,706
DO.0192,12422,J:DO,5/15/2012,F,G10,22,6/5/2012,39,LGDO-F-39,R,Agouti,00071B61FE,2/6/2014,Missing (Y),,21.07,28,6/12/2012,13.16,6.8,11/19/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/18/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,632
DO.0193,12423,J:DO,5/13/2012,F,G10,23,6/5/2012,39,LGDO-F-39,L,Agouti,00071BAF17,3/4/2015,F.D.,,34.17,25,6/7/2012,15.13,7.2,11/19/2012,12/2/2012,12/16/2012,12/30/2012,5/26/2013,6/2/2013,6/16/2013,6/30/2013,11/18/2013,12/1/2013,12/15/2013,12/29/2013,5/11/2014,28,11/9/2014,27.65,7/6/2014,5/10/2015,NA,,,1025
DO.0194,12424,J:DO,5/15/2012,F,G10,24,6/5/2012,39,LGDO-F-39,B,Albino,00071B98F0,9/11/2014,F.D. (Y) ulcerated leg,,28.3,29,6/13/2012,17.06,6.7,11/19/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/18/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,35.89,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,849
DO.0195,12425,J:DO,5/13/2012,F,G10,25,6/5/2012,39,LGDO-F-39,2R,Albino,00071B8746,4/6/2015,E.S. (Derm),,35.27,32,6/14/2012,17.16,8.5,11/19/2012,12/2/2012,12/16/2012,12/30/2012,5/26/2013,6/2/2013,6/16/2013,6/30/2013,11/18/2013,12/1/2013,12/15/2013,12/29/2013,5/11/2014,27.7,11/9/2014,25.83,7/6/2014,5/10/2015,NA,,,1058
DO.0196,12426,J:DO,5/12/2012,F,G10,26,6/5/2012,40,LGDO-F-40,2L,Agouti,00071B74E1,3/11/2013,F.D. (Y),,#REF!,26,6/7/2012,11.35,6.8,11/19/2012,12/1/2012,12/15/2012,12/29/2012,5/25/2013,6/1/2013,6/15/2013,6/29/2013,11/18/2013,11/30/2013,12/14/2013,12/28/2013,5/10/2014,NA,11/8/2014,NA,7/5/2014,5/9/2015,NA,,,303
DO.0197,12427,J:DO,5/12/2012,F,G10,28,6/5/2012,40,LGDO-F-40,1R2L,Albino,00071BA313,12/17/2013,F.D. (Y),,19.47,23,6/4/2012,15.44,7.5,11/19/2012,12/1/2012,12/15/2012,12/29/2012,5/25/2013,6/1/2013,6/15/2013,6/29/2013,11/18/2013,11/30/2013,12/14/2013,12/28/2013,5/10/2014,NA,11/8/2014,NA,7/5/2014,5/9/2015,NA,,,584
DO.0198,12428,J:DO,5/16/2012,F,G10,30,6/5/2012,40,LGDO-F-40,2R1L,Albino,00071BA276,9/28/2015,FD,,41,22,6/7/2012,11.34,6.3,11/19/2012,12/5/2012,12/19/2012,1/2/2013,5/29/2013,6/5/2013,6/19/2013,7/3/2013,11/18/2013,12/4/2013,12/18/2013,1/1/2014,5/14/2014,29.08,11/12/2014,21.2,7/9/2014,5/13/2015,NA,,,1230
DO.0199,12429,J:DO,5/14/2012,F,G10,32,6/5/2012,40,LGDO-F-40,3R,WB Agouti,00071B84D3,4/23/2014,Missing (Y),,10.03,29,6/12/2012,20.49,7.5,11/19/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,11/18/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,NA,11/10/2014,NA,7/7/2014,5/11/2015,NA,,,709
DO.0200,12430,J:DO,5/15/2012,F,G10,34,6/5/2012,40,LGDO-F-40,3L,Agouti,00071B9456,2/3/2016,MISS ,,45.3,27,6/11/2012,14.08,7,11/19/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/18/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,35.79,11/11/2014,29.88,7/8/2014,5/12/2015,NA,,,1359
DO.0201,12431,J:DO,5/15/2012,F,G10,80,6/5/2012,41,LGDO-F-41,N,Agouti,00071BA04B,7/5/2014,F.D. (Y),,26.03,27,6/11/2012,13.33,7,11/26/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/25/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,28.35,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,781
DO.0202,12432,J:DO,5/15/2012,F,G10,81,6/5/2012,41,LGDO-F-41,R,WB Agouti,00071B5DEA,3/4/2014,F.D. (Y),,21.93,29,6/13/2012,16.28,7.7,11/26/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/25/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,658
DO.0203,12433,J:DO,5/18/2012,F,G10,82,6/5/2012,41,LGDO-F-41,L,Agouti,00071B8F43,10/27/2014,F.D.,,29.73,24,6/11/2012,11.08,7,11/26/2012,12/7/2012,12/21/2012,1/4/2013,5/31/2013,6/7/2013,6/21/2013,7/5/2013,11/25/2013,12/6/2013,12/20/2013,1/3/2014,5/16/2014,32.99,11/14/2014,NA,7/11/2014,5/15/2015,NA,,,892
DO.0204,12434,J:DO,5/15/2012,F,G10,84,6/5/2012,41,LGDO-F-41,B,Agouti,00071B9A76,4/9/2014,F.D. (Y),,23.13,23,6/7/2012,11.36,6.9,11/26/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/25/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,694
DO.0205,12435,J:DO,5/15/2012,F,G10,85,6/5/2012,41,LGDO-F-41,2R,Albino,00071B6673,8/4/2014,F.D. (Y),,27.03,28,6/12/2012,12.27,6.9,11/26/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/25/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,25.12,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,811
DO.0206,12436,J:DO,5/16/2012,F,G10,86,6/5/2012,42,LGDO-F-42,2L,Agouti,00071B4DFF,3/23/2015,F.D.,,34.7,28,6/13/2012,15.49,7.6,11/26/2012,12/5/2012,12/19/2012,1/2/2013,5/29/2013,6/5/2013,6/19/2013,7/3/2013,11/25/2013,12/4/2013,12/18/2013,1/1/2014,5/14/2014,32.02,11/12/2014,27.9,7/9/2014,5/13/2015,NA,,,1041
DO.0207,12437,J:DO,5/15/2012,F,G10,87,6/5/2012,42,LGDO-F-42,1R2L,WB Agouti,00071B6F9A,6/15/2015,FD,,37.53,25,6/9/2012,11.22,6.4,11/26/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/25/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,28.63,11/11/2014,28.16,7/8/2014,5/12/2015,NA,,,1126
DO.0208,12438,J:DO,5/13/2012,F,G10,88,6/5/2012,42,LGDO-F-42,2R1L,Albino,00071B62AD,12/11/2012,Severe Derm,,7.07,36,6/18/2012,13.85,7.6,11/26/2012,12/2/2012,12/16/2012,12/30/2012,5/26/2013,6/2/2013,6/16/2013,6/30/2013,11/25/2013,12/1/2013,12/15/2013,12/29/2013,5/11/2014,NA,11/9/2014,NA,7/6/2014,5/10/2015,NA,,,212
DO.0209,12439,J:DO,5/15/2012,F,G10,90,6/5/2012,42,LGDO-F-42,3R,Agouti,00071B1D80,4/14/2014,F.D. (Y),,23.3,23,6/7/2012,15.59,7.2,11/26/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/25/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,699
DO.0210,12440,J:DO,5/15/2012,F,G10,91,6/5/2012,42,LGDO-F-42,3L,Agouti,00071B4986,2/24/2014,F.D. (Y),,21.67,29,6/13/2012,14.12,7.6,11/26/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/25/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,650
DO.0211,12441,J:DO,5/14/2012,F,G10,153,6/5/2012,43,LGDO-F-43,N,Albino,00071B841C,12/26/2012,F.D. (Y),,7.53,35,6/18/2012,17.4,7.3,11/26/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,11/25/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,NA,11/10/2014,NA,7/7/2014,5/11/2015,NA,,,226
DO.0212,12442,J:DO,5/17/2012,F,G10,151,6/5/2012,43,LGDO-F-43,R,Agouti,00071B7D26,9/9/2014,F.D.(Y),,28.17,22,6/8/2012,12.44,6.5,11/26/2012,12/6/2012,12/20/2012,1/3/2013,5/30/2013,6/6/2013,6/20/2013,7/4/2013,11/25/2013,12/5/2013,12/19/2013,1/2/2014,5/15/2014,30.39,11/13/2014,NA,7/10/2014,5/14/2015,NA,,,845
DO.0213,12443,J:DO,5/15/2012,F,G10,150,6/5/2012,43,LGDO-F-43,L,Albino,00071B60D3,11/24/2013,F.D. (Y),,18.6,35,6/19/2012,18.22,7.1,11/26/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,11/25/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,558
DO.0214,12444,J:DO,5/16/2012,F,G10,149,6/5/2012,43,LGDO-F-43,B,Albino,00071B7223,1/5/2015,FD,,32.13,32,6/17/2012,16.22,7.4,11/26/2012,12/5/2012,12/19/2012,1/2/2013,5/29/2013,6/5/2013,6/19/2013,7/3/2013,11/25/2013,12/4/2013,12/18/2013,1/1/2014,5/14/2014,25.27,11/12/2014,24.04,7/9/2014,5/13/2015,NA,,,964
DO.0215,12445,J:DO,5/14/2012,F,G10,147,6/5/2012,43,LGDO-F-43,2R,Agouti,00071B6584,9/16/2014,E.S.,,28.5,30,6/13/2012,11.91,6.5,11/26/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,11/25/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,20.94,11/10/2014,NA,7/7/2014,5/11/2015,NA,,,855
DO.0216,12446,J:DO,5/18/2012,F,G10,146,6/5/2012,44,LGDO-F-44,2L,Agouti,00071B7D9A,11/11/2014,F.D.,,30.23,26,6/13/2012,16.29,6.6,11/26/2012,12/7/2012,12/21/2012,1/4/2013,5/31/2013,6/7/2013,6/21/2013,7/5/2013,11/25/2013,12/6/2013,12/20/2013,1/3/2014,5/16/2014,44.81,11/14/2014,NA,7/11/2014,5/15/2015,NA,,,907
DO.0217,12447,J:DO,5/17/2012,F,G10,145,6/5/2012,44,LGDO-F-44,1R2L,Albino,00071B6F22,1/6/2014,Missing (Y),,19.97,22,6/8/2012,16.03,7.5,11/26/2012,12/6/2012,12/20/2012,1/3/2013,5/30/2013,6/6/2013,6/20/2013,7/4/2013,11/25/2013,12/5/2013,12/19/2013,1/2/2014,5/15/2014,NA,11/13/2014,NA,7/10/2014,5/14/2015,NA,,,599
DO.0218,12448,J:DO,5/14/2012,F,G10,144,6/5/2012,44,LGDO-F-44,2R1L,Black,00071B8742,8/20/2015,ES,,39.77,39,6/22/2012,15.32,6.9,11/26/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,11/25/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,32.99,11/10/2014,32.09,7/7/2014,5/11/2015,NA,,,1193
DO.0219,12449,J:DO,5/13/2012,F,G10,142,6/5/2012,44,LGDO-F-44,3R,Agouti,00071B6418,5/18/2015,M,,36.67,25,6/7/2012,15.69,7.1,11/26/2012,12/2/2012,12/16/2012,12/30/2012,5/26/2013,6/2/2013,6/16/2013,6/30/2013,11/25/2013,12/1/2013,12/15/2013,12/29/2013,5/11/2014,48.45,11/9/2014,33.51,7/6/2014,5/10/2015,NA,,,1100
DO.0220,12450,J:DO,5/10/2012,F,G10,143,6/5/2012,44,LGDO-F-44,3L,Agouti,00071B56ED,8/20/2015,ES,,39.9,33,6/12/2012,15.73,7.4,11/26/2012,11/29/2012,12/13/2012,12/27/2012,5/23/2013,5/30/2013,6/13/2013,6/27/2013,11/25/2013,11/28/2013,12/12/2013,12/26/2013,5/8/2014,40.38,11/6/2014,30.78,7/3/2014,5/7/2015,NA,,,1197
DO.0221,12451,J:DO,5/15/2012,F,G10,92,6/5/2012,45,LGDO-F-45,N,Albino,00071B7A22,3/2/2015,FD,,34.03,28,6/12/2012,12.97,7.1,12/3/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,12/2/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,29.31,11/11/2014,15.46,7/8/2014,5/12/2015,NA,,,1021
DO.0222,12452,J:DO,5/14/2012,F,G10,93,6/5/2012,45,LGDO-F-45,R,Agouti,00071B79F9,4/7/2015,,,35.27,24,6/7/2012,14.18,7.1,12/3/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,12/2/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,29.27,11/10/2014,23.92,7/7/2014,5/11/2015,NA,,,1058
DO.0223,12453,J:DO,5/15/2012,F,G10,94,6/5/2012,45,LGDO-F-45,L,Black,00071B5985,11/7/2014,F.D.,,30.2,24,6/8/2012,13.24,7.2,12/3/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,12/2/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,28.91,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,906
DO.0224,12454,J:DO,5/15/2012,F,G10,95,6/5/2012,45,LGDO-F-45,B,Agouti,00071B752D,3/2/2015,FD,,34.03,28,6/12/2012,16.32,7.6,12/3/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,12/2/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,40.36,11/11/2014,32.93,7/8/2014,5/12/2015,NA,,,1021
DO.0225,12455,J:DO,5/13/2012,F,G10,96,6/5/2012,45,LGDO-F-45,2R,WB Agouti,00071B7E5A,1/7/2014,E.S. (Y),,20.13,25,6/7/2012,13.75,6.9,12/3/2012,12/2/2012,12/16/2012,12/30/2012,5/26/2013,6/2/2013,6/16/2013,6/30/2013,12/2/2013,12/1/2013,12/15/2013,12/29/2013,5/11/2014,NA,11/9/2014,NA,7/6/2014,5/10/2015,NA,,,604
DO.0226,12456,J:DO,5/15/2012,F,G10,97,6/5/2012,46,LGDO-F-46,2L,Agouti,00071B673D,4/21/2015,F.D.,,35.7,28,6/12/2012,12.52,7.1,12/3/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,12/2/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,28.08,11/11/2014,29.18,7/8/2014,5/12/2015,NA,,,1071
DO.0227,12457,J:DO,5/15/2012,F,G10,98,6/5/2012,46,LGDO-F-46,1R2L,Albino,00071AE8F6,8/25/2014,F.D. (Y),,27.73,30,6/14/2012,17.43,7.1,12/3/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,12/2/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,42.39,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,832
DO.0228,12458,J:DO,5/14/2012,F,G10,100,6/5/2012,46,LGDO-F-46,2R1L,Agouti,00071BA315,1/14/2014,E.S. (Y),,20.33,30,6/13/2012,19.09,7.7,12/3/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,12/2/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,NA,11/10/2014,NA,7/7/2014,5/11/2015,NA,,,610
DO.0229,12459,J:DO,5/15/2012,F,G10,101,6/5/2012,46,LGDO-F-46,3R,Agouti,00071B59E8,6/15/2015,FD,,37.53,24,6/8/2012,11.19,6.6,12/3/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,12/2/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,22.66,11/11/2014,23.74,7/8/2014,5/12/2015,NA,,,1126
DO.0230,12460,J:DO,5/15/2012,F,G10,103,6/5/2012,46,LGDO-F-46,3L,Agouti,00071B5C2E,10/20/2014,F.D.(Y),,29.6,29,6/13/2012,16.51,7.7,12/3/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,12/2/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,35.79,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,888
DO.0231,12461,J:DO,5/14/2012,F,G10,1,6/5/2012,47,LGDO-F-47,N,Agouti,00071B5E98,7/29/2015,F.D.,,39.03,28,6/11/2012,13.62,6.8,12/3/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,12/2/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,55.54,11/10/2014,57.43,7/7/2014,5/11/2015,NA,,,1171
DO.0232,12462,J:DO,5/11/2012,F,G10,2,6/5/2012,47,LGDO-F-47,R,Agouti,00071B7D2F,3/9/2015,F.D.,,34.4,27,6/7/2012,13.62,7.5,12/3/2012,11/30/2012,12/14/2012,12/28/2012,5/24/2013,5/31/2013,6/14/2013,6/28/2013,12/2/2013,11/29/2013,12/13/2013,12/27/2013,5/9/2014,33.37,11/7/2014,29.38,7/4/2014,5/8/2015,NA,,,1032
DO.0233,12463,J:DO,5/14/2012,F,G10,3,6/5/2012,47,LGDO-F-47,L,Albino,00071B6F3D,8/24/2015,F.D.,,39.9,31,6/14/2012,12.62,6.9,12/3/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,12/2/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,20.54,11/10/2014,19.68,7/7/2014,5/11/2015,NA,,,1197
DO.0234,12464,J:DO,5/18/2012,F,G10,4,6/5/2012,47,LGDO-F-47,B,Agouti,00071B5F44,12/17/2013,F.D. (Y),,19.27,26,6/13/2012,13.74,7.2,12/3/2012,12/7/2012,12/21/2012,1/4/2013,5/31/2013,6/7/2013,6/21/2013,7/5/2013,12/2/2013,12/6/2013,12/20/2013,1/3/2014,5/16/2014,NA,11/14/2014,NA,7/11/2014,5/15/2015,NA,,,578
DO.0235,12465,J:DO,5/15/2012,F,G10,5,6/5/2012,47,LGDO-F-47,2R,Albino,00071B6EEB,12/31/2012,F.D. (Y),,7.67,30,6/14/2012,16.06,7.4,12/3/2012,12/4/2012,12/18/2012,1/1/2013,5/28/2013,6/4/2013,6/18/2013,7/2/2013,12/2/2013,12/3/2013,12/17/2013,12/31/2013,5/13/2014,NA,11/11/2014,NA,7/8/2014,5/12/2015,NA,,,230
DO.0236,12466,J:DO,5/14/2012,F,G10,6,6/5/2012,48,LGDO-F-48,2L,Albino,00071B93B8,11/4/2013,F.D. (Y),,17.97,37,6/20/2012,16.8,7.4,12/3/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,12/2/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,NA,11/10/2014,NA,7/7/2014,5/11/2015,NA,,,539
DO.0237,12467,J:DO,5/14/2012,F,G10,7,6/5/2012,48,LGDO-F-48,1R2L,Albino,00071B99E6,3/30/2015,F.D.,,35,35,6/18/2012,17.23,8,12/3/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,12/2/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,56.11,11/10/2014,33.84,7/7/2014,5/11/2015,NA,,,1050
DO.0238,12468,J:DO,5/16/2012,F,G10,8,6/5/2012,48,LGDO-F-48,2R1L,Agouti HB,00071BAC20,12/21/2014,FD,,31.63,30,6/15/2012,13.36,7,12/3/2012,12/5/2012,12/19/2012,1/2/2013,5/29/2013,6/5/2013,6/19/2013,7/3/2013,12/2/2013,12/4/2013,12/18/2013,1/1/2014,5/14/2014,28.12,11/12/2014,26.2,7/9/2014,5/13/2015,NA,,,949
DO.0239,12469,J:DO,5/14/2012,F,G10,9,6/5/2012,48,LGDO-F-48,3R3L,WB Agouti,00071BA2FF,6/25/2015,FD,,37.9,25,6/8/2012,9.97,6.7,12/3/2012,12/3/2012,12/17/2012,12/31/2012,5/27/2013,6/3/2013,6/17/2013,7/1/2013,12/2/2013,12/2/2013,12/16/2013,12/30/2013,5/12/2014,32.02,11/10/2014,21.31,7/7/2014,5/11/2015,NA,,,1137
DO.0240,12470,J:DO,5/16/2012,F,G10,10,6/5/2012,48,LGDO-F-48,3L,Agouti,00071B5AB9,3/26/2015,F.D.,,34.8,27,6/12/2012,12.89,6.6,12/3/2012,12/5/2012,12/19/2012,1/2/2013,5/29/2013,6/5/2013,6/19/2013,7/3/2013,12/2/2013,12/4/2013,12/18/2013,1/1/2014,5/14/2014,46.78,11/12/2014,43.61,7/9/2014,5/13/2015,NA,,,1044
DO.0241,11751,J:DO,6/22/2011,M,G7,16,7/13/2011,49,LGDO-M-01,N,Albino,0006E07E38,4/17/2013,F.D. (Y),,22.17,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/11/2012,7/25/2012,8/8/2012,12/31/2012,1/9/2013,1/23/2013,2/6/2013,6/19/2013,NA,12/18/2013,NA,,6/18/2014,NA,,,665
DO.0242,11752,J:DO,6/21/2011,M,G7,14,7/13/2011,49,LGDO-M-01,R,Agouti,0006E82F8D,4/15/2013,F.D. (Y),,22.13,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/10/2012,7/24/2012,8/7/2012,12/31/2012,1/8/2013,1/22/2013,2/5/2013,6/18/2013,NA,12/17/2013,NA,,6/17/2014,NA,,,664
