Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Single.Cells,Viable.Cells,All.Lymphocytes,B.Cells,B.Cells....of.viable.,CD62L..B.Cells,CD4..T.Cells,CD4..T.Cells....of.viable.,CD4..Effector.Memory.T.Cells,CD4..Central.Memory.T.Cells,CD4..Naive.T.Cells,CD4..Effect.T.Cells,CD8..T.Cells,CD8..T.Cells....of.viable.,CD8..Effector.Memory.T.Cells,CD8..Central.Memory.T.Cells,CD8..Naive.T.Cells,CD8..Effect.T.Cells,NK.Cells,NK.Cells....viable.,NKG2A.C.E..T.Cell,NKG2A.C.E.....of.viable.,NKG2A.C.E..CD4..T.Cells,NKG2A.C.E..CD8..T.Cells,NKG2A.C.E..DN.T.Cells
DO.0455,M,G10,LGDO-M-43,5/15/2012,12/31/2013,595,FCM (T-B-NK) 85wks,94,60.9,83,52.2,43.3,33.4,6.12,5.07,31.5,4.44,5.04,59,3.25,2.69,19.4,24.4,26.8,29.4,1.41,1.17,0.35,0.29,5.26,49.3,45.4
DO.0456,M,G10,LGDO-M-44,5/16/2012,1/2/2013,231,FCM (T-B-NK) 33wks,90.1,68.4,74.1,47.5,35.2,71.3,22.1,16.4,12.2,5.71,4.98,77.1,21.6,16,12.7,13.4,24.7,49.2,0.82,0.61,1.83,1.36,4.05,76.9,18.5
DO.0456,M,G10,LGDO-M-44,5/16/2012,8/14/2013,455,FCM (T-B-NK) 59wks,81.3,70.5,65.2,27.5,17.9,72.7,11,7.2,3.03,0.411,7.43,89.1,12.3,8.05,4.84,2.6,49,43.6,0.36,0.235,0.646,0.421,5.03,55.8,39.2
DO.0456,M,G10,LGDO-M-44,5/16/2012,12/31/2013,594,FCM (T-B-NK) 85wks,90.6,65.8,73.9,25.8,19.1,65.4,10.5,7.76,8.87,2.3,22.7,66.1,10.6,7.8,4.16,10.8,66.3,18.7,0.388,0.287,1.26,0.932,5.5,81.5,13
DO.0457,M,G10,LGDO-M-44B,5/15/2012,1/2/2013,232,FCM (T-B-NK) 33wks,93.5,78.3,68,66.9,45.5,90.5,12.2,8.27,12.4,6.77,38,42.8,11.7,7.93,6.79,12.6,49.4,31.2,0.3,0.2,0.12,0.08,12.5,72.5,15
DO.0458,M,G10,LGDO-M-44B,5/13/2012,1/2/2013,234,FCM (T-B-NK) 33wks,94.4,75,63.5,48.4,30.7,79,26.3,16.7,6.08,2.52,21.2,70.2,14.1,8.95,9.07,2.13,20.2,68.6,2.43,1.54,0.85,0.54,7.84,45.9,45.5
DO.0459,M,G10,LGDO-M-44A,5/15/2012,1/2/2013,232,FCM (T-B-NK) 33wks,94,74.9,75,34.5,25.9,66.6,38.7,29,8.41,2.65,71.9,17.1,16.4,12.3,8.2,17.3,65.3,9.26,0.9,0.67,0.27,0.2,8.16,61.2,30.6
DO.0459,M,G10,LGDO-M-44A,5/15/2012,8/14/2013,456,FCM (T-B-NK) 59wks,93.5,63.6,83.8,24.9,20.8,62.9,25.2,21.1,13.7,3.29,67.4,15.6,10.6,8.9,15,21.6,54.7,8.7,0.108,0.0902,0.22,0.185,12.5,18.2,69.3
DO.0459,M,G10,LGDO-M-44A,5/15/2012,12/31/2013,595,FCM (T-B-NK) 85wks,91,50.4,82,22.8,18.6,45.1,14.6,12,10.2,2.36,67.1,20.3,6.8,5.57,10.4,26.2,55.4,7.96,0.0834,0.0683,0.218,0.178,9.57,27.7,62.8
DO.0460,M,G10,LGDO-M-44,5/15/2012,1/2/2013,232,FCM (T-B-NK) 33wks,91.9,63.3,53.6,59,31.6,36.2,14.1,7.56,15.3,10,25.5,49.1,14.3,7.69,15,5.89,48.3,30.8,0.52,0.28,0.11,0.06,14.3,57.1,28.6
DO.0460,M,G10,LGDO-M-44,5/15/2012,8/14/2013,456,FCM (T-B-NK) 59wks,91.3,79,69.2,31,21.5,48.1,11,7.59,7.75,3.3,39.3,49.6,9.91,6.85,3.57,12.4,74.1,9.86,0.0809,0.0559,0.192,0.133,6.25,7.81,85.9
DO.0460,M,G10,LGDO-M-44,5/15/2012,12/31/2013,595,FCM (T-B-NK) 85wks,86,67.8,73.1,32.4,23.7,43.3,6.14,4.49,9.55,3.17,42.8,44.5,5.64,4.12,7.08,10.5,70,12.4,0.143,0.105,0.14,0.103,7.69,15.4,76.9
DO.0461,M,G10,LGDO-M-45A,5/15/2012,1/8/2013,238,FCM (T-B-NK) 33wks,97.1,67.1,64.7,38,24.6,77,21.4,13.8,11.7,10.4,51.6,26.3,18.3,11.8,3.54,19.9,64.1,12.5,1.91,1.24,0.36,0.23,2.59,66.4,31
DO.0461,M,G10,LGDO-M-45A,5/15/2012,8/14/2013,456,FCM (T-B-NK) 59wks,93.2,81.4,73.9,25.5,18.8,78.1,21.5,15.9,9.43,5.92,59.4,25.2,22.5,16.6,1.76,12.4,80,5.93,1.28,0.945,0.337,0.249,4.92,42.6,52.5
DO.0461,M,G10,LGDO-M-45A,5/15/2012,1/7/2014,602,FCM (T-B-NK) 85wks,97,72,66.5,32.1,21.3,72.8,17.4,11.5,16.8,8.95,47.3,27,20.1,13.4,1.87,18.4,74.6,5.21,1.66,1.1,0.736,0.489,6.72,50,43.3
DO.0465,M,G10,LGDO-M-45,5/13/2012,1/8/2013,240,FCM (T-B-NK) 33wks,96,70.9,72.2,68.3,49.3,62.7,9.57,6.91,22.9,6.9,14.1,56.2,3.6,2.6,4.06,3.44,51.5,41,0.73,0.52,0.43,0.31,14.6,27.4,58
DO.0466,M,G10,LGDO-M-46,5/15/2012,1/8/2013,238,FCM (T-B-NK) 33wks,97.1,42.1,73.4,50.5,37.1,57.2,18.6,13.6,15.8,7.51,22.3,54.4,7.21,5.29,11.6,2.86,15,70.5,2.01,1.47,0.43,0.32,13.6,33,53.4
DO.0466,M,G10,LGDO-M-46,5/15/2012,8/14/2013,456,FCM (T-B-NK) 59wks,92.6,73.3,77.2,55.2,42.6,60.7,7.9,6.1,33.6,6.67,23.4,36.3,6.26,4.83,34.4,12.1,28.8,24.7,1.47,1.14,0.398,0.308,6.58,28.9,64.5
DO.0466,M,G10,LGDO-M-46,5/15/2012,1/7/2014,602,FCM (T-B-NK) 85wks,95.8,68.3,80.4,60.5,48.7,45.4,4.97,4,47,11,13,29,4.12,3.31,55.2,7.49,9.86,27.4,0.986,0.792,0.545,0.438,10.1,30,60
DO.0467,M,G10,LGDO-M-46,5/15/2012,1/8/2013,238,FCM (T-B-NK) 33wks,95.6,69.1,76.4,57.9,44.2,69,19.7,15.1,7.22,3.9,46.8,42.1,8.95,6.84,6.59,9.23,63.4,20.8,0.38,0.29,0.32,0.24,8.26,52.1,38.8
DO.0467,M,G10,LGDO-M-46,5/15/2012,8/14/2013,456,FCM (T-B-NK) 59wks,89.1,75.9,88.4,45.5,40.2,72.4,18.1,16,7.02,2.68,61.8,28.5,7.36,6.5,5.75,17.3,68.3,8.66,0.282,0.249,0.496,0.438,6.67,24,69.3
DO.0467,M,G10,LGDO-M-46,5/15/2012,1/7/2014,602,FCM (T-B-NK) 85wks,93.8,63.2,84.2,50.3,42.3,61.9,11.2,9.43,9.58,2.91,51.5,36.1,2.89,2.44,3.24,9.56,80.3,6.91,0.287,0.242,0.214,0.18,13.9,13.4,72.6
DO.0469,M,G10,LGDO-M-46,5/15/2012,1/8/2013,238,FCM (T-B-NK) 33wks,96,69.4,47.5,55.9,26.5,51.2,20.4,9.71,7.47,4.21,40.3,48,3.78,1.8,6.46,3.6,47,42.9,1.25,0.6,0.3,0.14,4,64,32
DO.0469,M,G10,LGDO-M-46,5/15/2012,8/14/2013,456,FCM (T-B-NK) 59wks,90.2,82.3,64.1,20.9,13.4,61.4,12.1,7.73,6.32,4.03,58.6,31,2.93,1.88,5.11,8.4,68.6,17.9,0.473,0.303,0.263,0.169,5.06,26.6,68.4
DO.0469,M,G10,LGDO-M-46,5/15/2012,1/7/2014,602,FCM (T-B-NK) 85wks,94.9,65.4,67.6,50.6,34.2,45.1,15.4,10.4,13.4,9.1,52.4,25.1,3.49,2.36,11.1,12,59.4,17.4,0.933,0.631,0.328,0.222,12.7,51.6,35.7
DO.0470,M,G10,LGDO-M-46A,5/15/2012,1/8/2013,238,FCM (T-B-NK) 33wks,93.6,68.1,69.2,56.5,39.1,83.4,11.9,8.26,14.1,12.3,44.2,29.5,13.6,9.38,10.7,21.6,52.9,14.9,0.11,0.076,0.056,0.039,30,55,15
DO.0470,M,G10,LGDO-M-46A,5/15/2012,8/14/2013,456,FCM (T-B-NK) 59wks,84.9,73.4,80.2,37.2,29.9,84.6,9.38,7.53,1.7,0.988,57.8,39.5,9.27,7.44,1.67,7.66,83.6,7.08,0.106,0.0847,0.306,0.246,2.52,10.1,86.6
DO.0470,M,G10,LGDO-M-46A,5/15/2012,1/7/2014,602,FCM (T-B-NK) 85wks,81.6,51.4,65.3,28.7,18.8,80,4.94,3.23,7.74,3.03,43,46.2,4.78,3.12,4.41,11.7,73.4,10.5,0.119,0.0775,0.312,0.204,6.5,13,80.5
DO.0471,M,G10,LGDO-M-47C,5/14/2012,1/8/2013,239,FCM (T-B-NK) 33wks,97.1,46.7,72,45.3,32.7,78.4,11.4,8.22,20.7,11.4,28.5,39.3,5.84,4.2,14.3,10.5,40.6,34.6,0.11,0.076,0.079,0.057,16.7,75,8.33
DO.0471,M,G10,LGDO-M-47C,5/14/2012,8/14/2013,457,FCM (T-B-NK) 59wks,84,56.1,82.8,37.3,30.9,74.8,5.49,4.55,38,6.22,19.5,36.2,1.32,1.09,22.9,15.6,52,9.51,0.123,0.101,0.525,0.435,0.613,3.68,95.7
DO.0471,M,G10,LGDO-M-47C,5/14/2012,1/7/2014,603,FCM (T-B-NK) 85wks,87.3,37.1,68.5,13,8.89,66.3,5.31,3.64,41.4,6.39,16.1,36,1.29,0.883,17.6,25.5,46,10.9,0.18,0.123,0.537,0.368,2.25,7.61,90.1
DO.0472,M,G10,LGDO-M-47B,5/17/2012,1/8/2013,236,FCM (T-B-NK) 33wks,96.8,63,75.8,55.8,42.3,44.7,14.5,11,20.2,9.31,10.8,59.7,9.52,7.21,12.1,20.7,40.9,26.2,0.22,0.17,0.099,0.075,24.3,43.2,32.4
DO.0472,M,G10,LGDO-M-47B,5/17/2012,8/14/2013,454,FCM (T-B-NK) 59wks,86.1,79,74.8,34.8,26,60.1,20.9,15.6,15.1,3.96,62,18.9,10.8,8.05,8.63,19.1,62.9,9.39,0.295,0.22,0.688,0.514,5.71,41.6,52.7
DO.0472,M,G10,LGDO-M-47B,5/17/2012,1/7/2014,600,FCM (T-B-NK) 85wks,91.7,72.5,78.9,58.4,46,41.1,8.1,6.39,33.1,11.3,10.2,45.5,7.35,5.8,11.7,43.8,31.8,12.6,0.268,0.211,0.308,0.243,12.2,23.6,64.1
DO.0473,M,G10,LGDO-M-47,5/15/2012,1/8/2013,238,FCM (T-B-NK) 33wks,95.3,64.4,71.5,47.3,33.9,50.2,24.7,17.7,7.83,3.04,63.9,25.2,8.33,5.96,7.35,15.9,60.5,16.3,0.2,0.14,0.3,0.22,4.55,38.2,57.3
DO.0473,M,G10,LGDO-M-47,5/15/2012,8/14/2013,456,FCM (T-B-NK) 59wks,90.5,72.4,83,53.8,44.7,52.3,9.79,8.13,23.3,7.26,6.2,63.3,9.12,7.57,16.2,33.4,22.6,27.8,0.136,0.113,0.221,0.183,6.74,18,75.3
DO.0473,M,G10,LGDO-M-47,5/15/2012,1/7/2014,602,FCM (T-B-NK) 85wks,93.6,71.5,65.2,38.6,25.2,41.9,16.5,10.8,21.8,6.7,53.1,18.4,9.92,6.46,14.4,33.6,45.6,6.38,0.512,0.333,1.29,0.841,6.65,50.7,42.6
DO.0474,M,G10,LGDO-M-47A,5/16/2012,1/8/2013,237,FCM (T-B-NK) 33wks,95.4,73.6,63.3,49.1,31.1,82.2,17.8,11.2,7.53,4.39,63.9,24.1,11.6,7.38,4.68,12.7,70.9,11.7,0.059,0.038,0.044,0.028,0,78.6,21.4
DO.0474,M,G10,LGDO-M-47A,5/16/2012,8/14/2013,455,FCM (T-B-NK) 59wks,90.4,81,66.9,33.6,22.5,86.1,16.7,11.2,7.01,2.78,71.5,18.7,11.8,7.89,2.43,19.4,75.6,2.62,0.0904,0.0605,0.268,0.179,4.65,12.8,82.6
DO.0474,M,G10,LGDO-M-47A,5/16/2012,1/7/2014,601,FCM (T-B-NK) 85wks,94.2,72,67.8,44.9,30.5,78.9,10.6,7.19,15.5,10.2,53.6,20.6,12.1,8.21,3.88,32.8,59.5,3.83,0.0917,0.0621,0.618,0.419,3.35,80.9,15.8
DO.0475,M,G10,LGDO-M-47,5/14/2012,1/8/2013,239,FCM (T-B-NK) 33wks,96.7,77.5,81.2,71.1,57.8,81.4,14.7,12,6.24,4.34,70.8,18.6,6.14,4.98,4.76,20,67.8,7.48,0.056,0.046,0.049,0.04,25,65,5
DO.0475,M,G10,LGDO-M-47,5/14/2012,8/14/2013,457,FCM (T-B-NK) 59wks,90.4,79.5,87.8,65.6,57.6,87.4,11.2,9.86,13.6,3.82,59.8,22.8,6.82,5.99,5.99,37.7,52.7,3.59,0.191,0.168,0.273,0.24,1.71,12,86.3
DO.0475,M,G10,LGDO-M-47,5/14/2012,1/7/2014,603,FCM (T-B-NK) 85wks,95,70.5,89.5,67,60,85.8,5.83,5.22,26.1,7.63,43.1,23.2,11.3,10.1,5.06,75.1,18.1,1.68,0.123,0.11,0.188,0.168,7.41,49.4,43.2
DO.0476,M,G10,LGDO-M-48,5/18/2012,1/8/2013,235,FCM (T-B-NK) 33wks,94,74.3,58.7,44.7,26.3,85,18.6,10.9,19.9,8.73,28.8,42.6,5.5,3.23,11.5,9.53,44.8,34.2,0.1,0.061,0.067,0.039,40,40,20
DO.0476,M,G10,LGDO-M-48,5/18/2012,8/14/2013,453,FCM (T-B-NK) 59wks,89.2,76.9,77.8,46.5,36.2,75.5,12,9.31,20.6,3.58,20.7,55.2,6.21,4.83,16.8,14.5,39.3,29.4,0.182,0.142,0.291,0.226,5.45,8.18,86.4
DO.0476,M,G10,LGDO-M-48,5/18/2012,1/7/2014,599,FCM (T-B-NK) 85wks,94.8,79.9,78.1,56,43.7,82.9,14.2,11.1,54.3,5.61,11.7,28.3,4.64,3.63,24.3,31.1,32.7,11.9,0.197,0.154,0.151,0.118,25.4,39,35.6
DO.0477,M,G10,LGDO-M-48B,5/17/2012,1/8/2013,236,FCM (T-B-NK) 33wks,95.4,66.5,68.2,56.5,38.5,59.7,11.3,7.7,18.9,5.06,42.3,33.8,8.58,5.85,9.48,10.4,59.8,20.4,1.15,0.78,2.14,1.46,2.56,25.7,71.7
DO.0477,M,G10,LGDO-M-48B,5/17/2012,8/14/2013,454,FCM (T-B-NK) 59wks,90.6,70.5,83.9,39.6,33.2,57.8,10.8,9.08,16.8,4.09,38.6,40.4,12.6,10.6,6.03,22.5,58.6,12.9,0.888,0.745,2.57,2.16,1.96,34.9,63.1
DO.0477,M,G10,LGDO-M-48B,5/17/2012,1/7/2014,600,FCM (T-B-NK) 85wks,77.2,61.2,76.9,29.5,22.7,57.9,6.91,5.31,25.8,3.51,28,42.7,8.2,6.31,31.3,19,27.1,22.6,0.81,0.623,2.97,2.29,2.89,59.6,37.5
DO.0478,M,G10,LGDO-M-48,5/17/2012,1/8/2013,236,FCM (T-B-NK) 33wks,94.6,58.5,45.5,28.6,13,87.5,18.8,8.54,4.71,2.46,61.7,31.1,2.91,1.32,7.55,1.89,23.4,67.1,0.06,0.027,0.064,0.029,35.7,21.4,42.9
DO.0480,M,G10,LGDO-M-48A,5/10/2012,1/8/2013,243,FCM (T-B-NK) 33wks,94.4,51.8,72.7,40.5,29.5,64.9,16.7,12.1,7.74,1.91,41.7,48.7,14.3,10.4,7.05,17.8,55.2,20,1.43,1.04,2.33,1.69,0.38,88.2,11.3
DO.0480,M,G10,LGDO-M-48A,5/10/2012,8/14/2013,461,FCM (T-B-NK) 59wks,92.7,78.5,82.8,48.3,40,68.9,10.2,8.47,21.6,6.64,36,35.8,14.2,11.8,4.75,51.1,37.7,6.42,1.69,1.4,1.26,1.04,0.753,68.7,30.5
DO.0480,M,G10,LGDO-M-48A,5/10/2012,1/7/2014,607,FCM (T-B-NK) 85wks,95.4,63.6,83,55.5,46,52.6,8.06,6.69,29.9,7.29,32.8,30,12.4,10.3,3.93,58.1,35,2.99,1.38,1.14,1.18,0.976,2.15,81,16.8
DO.0481,F,G11,LGDO-F-49,8/19/2012,4/4/2013,228,FCM (T-B-NK) 33wks,96.2,68.9,70.5,50.4,35.5,56,19.9,14,10.7,3.49,18.6,67.3,5.63,3.97,13.4,6.87,20,59.7,0.204,0.144,0.0833,0.0587,25.8,35.5,32.3
DO.0481,F,G11,LGDO-F-49,8/19/2012,10/2/2013,409,FCM (T-B-NK) 59wks,94,75.9,88.6,43.7,38.7,63.5,18.5,16.4,11.6,3.2,29,56.2,5.57,4.93,10.2,7.8,37.2,44.8,0.23,0.204,0.419,0.371,51.6,36.3,12.1
DO.0482,F,G11,LGDO-F-49,8/21/2012,4/1/2014,588,FCM (T-B-NK) 85wks,95.5,78.7,83.3,33.6,28,58.4,16.7,13.9,16.4,8.88,55.6,19.1,16.5,13.7,8.89,32.7,55.1,3.33,0.776,0.646,0.737,0.614,16.3,70.9,12.5
DO.0482,F,G11,LGDO-F-49,8/21/2012,4/4/2013,226,FCM (T-B-NK) 33wks,96.4,72.6,80.2,31.1,24.9,55.2,31.7,25.4,6.93,5.02,48.5,39.6,22.2,17.8,3.61,8.98,73.5,13.9,0.0656,0.0526,0.0757,0.0607,30,33.3,33.3
DO.0482,F,G11,LGDO-F-49,8/21/2012,10/2/2013,407,FCM (T-B-NK) 59wks,94,73.8,89.2,34.8,31.1,67.9,23.3,20.8,9.87,5.26,61.9,23,17.7,15.8,5.16,19.4,70,5.44,0.14,0.125,0.807,0.719,42.7,50.4,6.55
DO.0483,F,G11,LGDO-F-49,8/20/2012,4/1/2014,589,FCM (T-B-NK) 85wks,92.7,62.2,58.8,47.7,28,48.5,4.56,2.68,62.6,6.9,6.5,24,3.14,1.84,60.8,13.3,8.61,17.2,0.733,0.431,2.61,1.54,30.6,58.6,10.8
DO.0483,F,G11,LGDO-F-49,8/20/2012,4/4/2013,227,FCM (T-B-NK) 33wks,97,57.5,82.9,45.6,37.8,55.8,19.7,16.3,10.8,1.35,1.67,86.1,13.5,11.2,12,2.42,2.58,83,0.764,0.633,0.427,0.354,15.9,34.7,48.9
DO.0483,F,G11,LGDO-F-49,8/20/2012,10/2/2013,408,FCM (T-B-NK) 59wks,94.5,64.3,93.2,37.3,34.8,62.8,14.5,13.5,16.2,0.727,0.999,82.1,9.63,8.98,26,3.52,2.96,67.5,0.488,0.455,0.885,0.825,18.3,59.9,21.8
DO.0484,F,G11,LGDO-F-49,8/19/2012,4/4/2013,228,FCM (T-B-NK) 33wks,96.6,60.4,82.3,35.5,29.2,60.7,29.3,24.1,8.44,6.5,28.5,56.6,13.2,10.8,3.56,22.1,46.7,27.6,0.89,0.732,0.201,0.165,19.5,25.6,54.9
DO.0485,F,G11,LGDO-F-49,8/23/2012,4/1/2014,586,FCM (T-B-NK) 85wks,96.6,80.7,82.5,50.4,41.6,72.4,13.1,10.8,20.9,13.4,47.3,18.4,13.7,11.3,5.77,26.6,63,4.65,0.301,0.248,0.923,0.762,10.8,78.5,10.8
DO.0485,F,G11,LGDO-F-49,8/23/2012,4/4/2013,224,FCM (T-B-NK) 33wks,95.9,67.7,81.8,42.1,34.4,66.6,17.9,14.6,17,9.82,30.6,42.6,15.7,12.8,7.83,19.9,49.3,23,0.16,0.131,0.326,0.267,10.6,53.8,35.6
DO.0485,F,G11,LGDO-F-49,8/23/2012,10/2/2013,405,FCM (T-B-NK) 59wks,97,72.8,94.7,41.1,38.9,72.7,14.2,13.4,17.6,11.7,51,19.6,15,14.2,3.75,24.5,64.8,6.91,0.166,0.157,0.522,0.494,12.2,67.3,20.4
DO.0486,F,G11,LGDO-F-50,8/20/2012,4/4/2013,227,FCM (T-B-NK) 33wks,90.8,61.7,73.9,43.7,32.3,60.9,15.1,11.2,40.4,8.29,3.44,47.9,9.28,6.86,32.2,26.8,13.2,27.8,0.957,0.707,0.412,0.304,4.73,61.5,28.4
DO.0486,F,G11,LGDO-F-50,8/20/2012,10/2/2013,408,FCM (T-B-NK) 59wks,95.1,74.9,90.2,38.5,34.7,84.7,8.44,7.61,35.8,8.66,16.7,38.8,7.55,6.81,19.4,34.4,30.8,15.4,0.27,0.244,0.665,0.6,6.83,84,9.22
DO.0487,F,G11,LGDO-F-50,8/22/2012,4/1/2014,587,FCM (T-B-NK) 85wks,96.7,83.6,82.4,52.5,43.3,69.1,21.8,18,14,5.57,11.5,68.9,12.7,10.5,10.5,65.8,14.2,9.52,0.722,0.595,5.45,4.49,4.16,91.9,3.92
DO.0487,F,G11,LGDO-F-50,8/22/2012,4/4/2013,225,FCM (T-B-NK) 33wks,95.5,63.5,85.4,38.5,32.9,64.9,31.1,26.6,9.74,4.4,12.3,73.6,11.2,9.58,9.27,23.5,33.4,33.9,1.04,0.891,0.885,0.756,5.35,61.8,32.9
DO.0487,F,G11,LGDO-F-50,8/22/2012,10/2/2013,406,FCM (T-B-NK) 59wks,96.5,81.2,94.2,34.9,32.9,81.4,33.6,31.6,8.46,3.7,21.2,66.6,12.5,11.7,4.76,29.4,49.8,16.1,0.514,0.484,1.8,1.7,11.3,78.6,10.1
DO.0488,F,G11,LGDO-F-50,8/18/2012,4/1/2014,591,FCM (T-B-NK) 85wks,94.2,74,79,53.5,42.3,76.9,17.5,13.9,45.7,14.5,21.1,18.7,7.21,5.7,18.6,49.7,23.8,7.85,0.627,0.495,3.49,2.76,8.98,85.9,5.1
DO.0488,F,G11,LGDO-F-50,8/18/2012,4/4/2013,229,FCM (T-B-NK) 33wks,93.8,64.5,80.1,34.3,27.5,68.5,29.1,23.3,15,9.54,36.5,38.9,6.83,5.47,13.3,23.7,38.9,24.2,0.575,0.461,0.501,0.401,10.4,56.7,32.8
DO.0488,F,G11,LGDO-F-50,8/18/2012,10/2/2013,410,FCM (T-B-NK) 59wks,95.3,75.5,86.7,41.1,35.6,80.2,25.2,21.9,16.3,9.48,55.3,18.9,7.77,6.73,5.57,30.8,59.8,3.8,0.424,0.367,1.38,1.19,13.6,77.4,8.99
DO.0489,F,G11,LGDO-F-50,8/18/2012,4/1/2014,591,FCM (T-B-NK) 85wks,77.6,33.4,75.3,7.68,5.79,82.7,3.38,2.54,7.08,1.16,8.44,83.3,9.51,7.16,9.09,0.965,13,77,0.219,0.165,0.275,0.207,14.3,57.1,28.6
DO.0489,F,G11,LGDO-F-50,8/18/2012,4/4/2013,229,FCM (T-B-NK) 33wks,96.4,54.2,87,53.2,46.2,54.2,11.7,10.2,12,0.708,0.57,86.7,10.1,8.8,17.2,0.981,0.342,81.4,1.74,1.52,0.406,0.353,10.8,17,72.2
DO.0489,F,G11,LGDO-F-50,8/18/2012,10/2/2013,410,FCM (T-B-NK) 59wks,89,67.1,94.9,42,39.9,70.3,13,12.3,9.28,0.57,0.684,89.5,9.42,8.94,18.7,7.02,9.76,64.5,1.01,0.954,0.448,0.425,20.8,36.3,42.9
DO.0490,F,G11,LGDO-F-50,8/24/2012,4/4/2013,223,FCM (T-B-NK) 33wks,94.9,65.4,84.8,47.6,40.4,68.7,17.4,14.8,23.7,11.4,27.3,37.6,12.6,10.7,9.7,39.3,34.9,16.1,0.996,0.844,0.618,0.524,12.2,48.1,39.7
DO.0491,F,G11,LGDO-F-51,8/22/2012,4/1/2014,587,FCM (T-B-NK) 85wks,95.6,81.9,77.5,65.3,50.5,67.2,8.83,6.84,54.2,6.3,15.1,24.4,5.7,4.42,21.5,24.9,36.1,17.5,0.79,0.612,0.779,0.604,16,68.9,15
DO.0491,F,G11,LGDO-F-51,8/22/2012,4/4/2013,225,FCM (T-B-NK) 33wks,95.2,68.7,77.1,50.4,38.8,62.7,19.8,15.2,26.5,6.46,17.5,49.5,8.78,6.77,12.4,12.1,39,36.5,1.15,0.884,0.391,0.301,16,50.7,33.3
DO.0491,F,G11,LGDO-F-51,8/22/2012,10/2/2013,406,FCM (T-B-NK) 59wks,95.8,79.6,89.8,46.2,41.5,72.9,17.7,15.8,26,6.7,39.5,27.8,11,9.87,5.01,18.3,69.7,7.06,0.644,0.578,0.448,0.402,35.2,29.6,35.2
DO.0492,F,G11,LGDO-F-51,8/21/2012,4/1/2014,588,FCM (T-B-NK) 85wks,95.2,83,47.3,43.7,20.7,66.7,8.72,4.13,61.6,11.7,8.99,17.7,2.49,1.18,44.7,21.8,16.8,16.6,1.56,0.74,0.423,0.2,27.4,29.5,43.2
DO.0492,F,G11,LGDO-F-51,8/21/2012,4/4/2013,226,FCM (T-B-NK) 33wks,96.3,70,59.7,19.1,11.4,73.8,34.4,20.5,24.5,10.5,23.9,41,11.7,6.96,19.5,16,42.4,22.1,0.0576,0.0344,0.142,0.0849,40.5,19,40.5
DO.0492,F,G11,LGDO-F-51,8/21/2012,10/2/2013,407,FCM (T-B-NK) 59wks,95.2,79.8,85.1,30.2,25.7,73,19.8,16.8,18.2,8.93,42.8,30.1,7.66,6.52,7.46,22,62.9,7.59,0.115,0.0977,0.199,0.169,45.8,33.7,20.5
DO.0494,F,G11,LGDO-F-51,8/22/2012,4/1/2014,587,FCM (T-B-NK) 85wks,94.4,86,81.8,84.2,68.9,67,2.62,2.14,42.3,9.88,15.1,32.7,2.58,2.11,21.5,13.8,41.1,23.6,0.292,0.239,0.908,0.743,5.87,88,6.15
DO.0494,F,G11,LGDO-F-51,8/22/2012,4/4/2013,225,FCM (T-B-NK) 33wks,93.6,64.4,78.3,47.9,37.5,59.5,18.9,14.8,33.2,9.1,7.98,49.7,11.3,8.82,34.9,18.5,19.6,27.1,0.657,0.514,0.823,0.644,8.83,78.2,12
DO.0494,F,G11,LGDO-F-51,8/22/2012,10/2/2013,406,FCM (T-B-NK) 59wks,94.1,84.7,92.5,66.9,61.9,74.9,7.6,7.03,45.3,11.7,13.8,29.2,5.78,5.35,20.4,41.5,31.9,6.19,0.399,0.369,1.29,1.2,7.83,86.8,5.33
DO.0495,F,G11,LGDO-F-51,8/21/2012,4/1/2014,588,FCM (T-B-NK) 85wks,94.2,80.2,71.3,69,49.2,72.9,4.04,2.88,54.2,9.45,9.37,26.9,3.47,2.48,41.8,48.4,4.98,4.81,2.41,1.72,0.715,0.51,5.83,76.2,17.9
DO.0495,F,G11,LGDO-F-51,8/21/2012,4/4/2013,226,FCM (T-B-NK) 33wks,93.2,63.7,76.7,50.4,38.7,71.4,13.2,10.1,20.4,10.5,24.3,44.8,5.83,4.47,13.1,29.6,20.9,36.4,4,3.07,0.343,0.263,4.65,15.5,79.8
DO.0495,F,G11,LGDO-F-51,8/21/2012,10/2/2013,407,FCM (T-B-NK) 59wks,95.5,72.2,93.5,62.9,58.8,80,4.75,4.44,31.1,10.6,25.7,32.5,3.63,3.39,6.86,58.3,25.8,8.96,1.12,1.05,0.317,0.296,2.67,68,29.3
DO.0496,F,G11,LGDO-F-52,8/21/2012,4/4/2013,226,FCM (T-B-NK) 33wks,90.2,76.5,48.5,32.1,15.6,74.1,12.2,5.91,11.4,2.91,21.2,64.5,5.62,2.73,20.6,2.08,8.77,68.6,0.113,0.0548,0.109,0.0527,7.69,26.9,65.4
DO.0496,F,G11,LGDO-F-52,8/21/2012,10/2/2013,407,FCM (T-B-NK) 59wks,84.9,66.7,89,19.1,17,65.1,6.67,5.93,5.47,0.172,0.998,93.4,4,3.56,15.3,0.689,5.68,78.3,0.0551,0.049,0.145,0.129,30.2,41.3,28.6
