Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,WBC..x103.uL.,RBC..x106.uL.,HGB..g.dL.,HCT....,MCV..fL.,MCH..pg.,MCHC..g.dL.,Plt..x103.uL.,MPV..fL.,X.Retic,X.Retic.109cells.l.,X.Neut,X.LYMPH,X.MONO,X.EOS,X.BASO,X.LUC,X.NEUT.103cells.uL.,X.LYMPH.103cells.uL.,X.MONO.103cells.uL.,X.EOS.103cells.uL.,X.BASO.103cells.uL.,X.LUC.103cells.uL.,CHCM.g.dL.,Tube.A..plasma.vl.,Plasma.Box.ID
DO.0044,F,G7,LGDO-F-09,6/28/2011,2/6/2013,589,Bld-2 83wks,28.27,7.91,11.6,14.9,46.5,40.1,12.9,32.1,842,5.6,2.32,269.4,20.6,67.4,2.8,6.7,0.3,2.2,1.63,5.33,0.22,0.53,0.03,0.17,29.9,NA,
DO.0045,F,G7,LGDO-F-09,6/30/2011,2/6/2013,587,Bld-2 83wks,29.43,4.74,10.96,15.7,46.1,42.1,14.3,34.1,1050,5.7,2.64,288.7,18.2,74.7,3.2,2.9,0.4,0.5,0.86,3.54,0.15,0.14,0.02,0.02,31.7,NA,
DO.0046,F,G7,LGDO-F-10,6/27/2011,2/6/2013,590,Bld-2 83wks,25.14,12.7,11.26,16.7,48.7,43.2,14.9,34.4,774,6.5,2.58,290.9,6.9,85.4,1.6,4.9,0.3,0.9,0.88,10.84,0.21,0.62,0.04,0.11,31.9,NA,
DO.0047,F,G7,LGDO-F-10,6/30/2011,2/6/2013,587,Bld-2 83wks,24.43,5.41,8.88,14.7,46.7,52.6,16.5,31.3,2000,6,3.69,327.5,31.8,61.5,3.7,1.7,0.2,1.1,1.72,3.33,0.2,0.09,0.01,0.06,29.8,NA,
DO.0050,F,G7,LGDO-F-10,6/29/2011,2/6/2013,588,Bld-2 83wks,35.54,3.78,10.37,15.2,45.4,43.8,14.6,33.4,1221,6.8,3.11,322.1,23,67,3.9,5,0.2,0.9,0.87,2.53,0.15,0.19,0.01,0.03,30.7,NA,
DO.0051,F,G7,LGDO-F-11,6/30/2011,2/6/2013,587,Bld-2 83wks,32.15,4.86,9.98,14.8,47,47.1,14.9,31.5,1519,6.1,5.66,564.7,39.7,53.4,3.2,2.9,0.4,0.5,1.93,2.6,0.15,0.14,0.02,0.02,29.4,NA,
DO.0052,F,G7,LGDO-F-11,6/25/2011,2/6/2013,592,Bld-2 83wks,22.41,7.96,10.24,14.2,43.2,42.2,13.9,32.9,1208,6.8,2.84,291.3,14.2,78.8,2.5,3.7,0.4,0.6,1.13,6.27,0.2,0.29,0.03,0.05,30,NA,
DO.0053,F,G7,LGDO-F-11A,6/27/2011,2/6/2013,590,Bld-2 83wks,29.33,14.82,9.28,14.4,46.3,49.9,15.5,31.1,1972,7.1,3.55,329.1,66.1,24.7,2.6,4.2,0.3,2.2,9.79,3.66,0.39,0.62,0.04,0.32,28.7,NA,
DO.0054,F,G7,LGDO-F-11,6/29/2011,2/6/2013,588,Bld-2 83wks,31.46,6.79,11.89,16.2,47.1,39.6,13.6,34.4,1532,7,2.28,271,17.8,74.4,4.5,2.4,0.3,0.7,1.21,5.05,0.3,0.16,0.02,0.05,32.5,NA,
DO.0055,F,G7,LGDO-F-11,7/1/2011,2/6/2013,586,Bld-2 83wks,35.76,5.4,9.46,14.2,41.6,44,15,34.2,1724,6.2,2.93,277.1,24.7,55.8,4.3,NA,0.3,0.2,1.34,3.01,0.23,NA,0.02,0.01,32.2,NA,
DO.0057,F,G7,LGDO-F-12,6/28/2011,2/6/2013,589,Bld-2 83wks,43.98,4.45,10.5,15.9,48.2,45.9,15.2,33.1,1710,6.9,3.02,316.9,18.3,76.5,2.2,2.5,0.3,0.2,0.82,3.41,0.1,0.11,0.01,0.01,31,NA,
DO.0059,F,G7,LGDO-F-12,6/29/2011,2/6/2013,588,Bld-2 83wks,25.81,5.1,9.18,13.5,40.7,44.4,14.7,33.1,1418,6,4.65,427.2,23.3,67.2,2.8,5.9,0.4,0.4,1.19,3.43,0.14,0.3,0.02,0.02,31.2,NA,
DO.0060,F,G7,LGDO-F-12,6/25/2011,2/6/2013,592,Bld-2 83wks,25.8,7.55,11.29,15.8,46.6,41.3,14,34,1276,6.3,3.31,373.3,15.2,77.8,3.4,2.6,0.4,0.6,1.14,5.88,0.26,0.19,0.03,0.05,31.9,NA,
DO.0061,F,G8,LGDO-F-13,10/22/2011,5/22/2013,578,Bld-2 83wks,34.77,6.55,11.89,17,52.8,44.4,14.3,32.1,1435,4.7,1.39,165.3,11.7,83.3,1.8,1.9,0.4,0.9,0.77,5.46,0.12,0.12,0.03,0.06,31.9,NA,
DO.0062,F,G8,LGDO-F-13,10/23/2011,5/22/2013,577,Bld-2 83wks,24.26,12.06,12.12,17.7,53.8,44.4,14.6,33,752,5.4,2.54,307.6,7.9,86.9,3,0.9,0.4,1,0.95,10.48,0.36,0.1,0.05,0.12,32.5,NA,
DO.0063,F,G8,LGDO-F-13,10/26/2011,5/22/2013,574,Bld-2 83wks,34.67,5.05,11.25,16.2,52.7,46.8,14.4,30.8,1386,4.9,2.04,229.3,20,69.5,5.4,3.9,0.6,0.6,1.01,3.51,0.28,0.2,0.03,0.03,31.3,NA,
DO.0064,F,G8,LGDO-F-13,10/22/2011,5/22/2013,578,Bld-2 83wks,32.53,7.06,10.21,15.3,48,47,15,31.9,1467,5.2,2.92,298.2,27.5,62.6,6.2,2.8,0.4,0.5,1.94,4.42,0.44,0.2,0.03,0.04,32.7,NA,
DO.0065,F,G8,LGDO-F-13,10/25/2011,5/22/2013,575,Bld-2 83wks,40.33,10.85,11.08,15.5,46.6,42,14,33.2,1249,5.7,2.91,322.3,13,80.4,2.3,3.2,0.4,0.7,1.41,8.72,0.25,0.34,0.04,0.08,33.9,NA,
DO.0066,F,G8,LGDO-F-14,10/27/2011,5/22/2013,573,Bld-2 83wks,37.51,9.47,11.45,14,44.2,38.6,12.2,31.6,1963,5.6,3.89,444.9,20.1,72.5,3.7,3.2,0.2,0.3,1.91,6.87,0.35,0.3,0.02,0.03,31.9,NA,
DO.0067,F,G8,LGDO-F-14,10/22/2011,5/22/2013,578,Bld-2 83wks,32.01,8.67,11.31,15.5,47.6,42.1,13.7,32.5,1579,5.5,3.13,354.4,17.7,75.5,2,4.2,0.3,0.3,1.54,6.54,0.17,0.36,0.02,0.02,32.6,NA,
DO.0068,F,G8,LGDO-F-14,10/27/2011,5/22/2013,573,Bld-2 83wks,40.08,8.85,11.37,15,48.7,42.8,13.2,30.8,2090,6.2,1.54,174.9,16,76.6,4.6,2.1,0.3,0.5,1.42,6.78,0.4,0.18,0.02,0.04,31.4,NA,
DO.0069,F,G8,LGDO-F-14,10/24/2011,5/22/2013,576,Bld-2 83wks,38.08,3.55,9.61,14.2,46,47.8,14.8,31,1585,6.5,3.29,316.1,25.8,67.4,2.6,3.4,0.1,0.7,0.92,2.39,0.09,0.12,0,0.03,31.5,NA,
DO.0071,F,G8,LGDO-F-15,10/22/2011,5/22/2013,578,Bld-2 83wks,34.39,9.75,11.8,16.6,53.9,45.7,14.1,30.8,1453,7.2,1.04,122.5,11.6,82.1,2.6,2.9,0.2,0.6,1.13,8,0.25,0.29,0.02,0.06,30.2,NA,
DO.0072,F,G8,LGDO-F-15,10/26/2011,5/22/2013,574,Bld-2 83wks,33.61,3.74,12.89,16.3,53.4,41.4,12.7,30.6,1372,6.5,2.61,336.4,16.2,66.4,2.3,14.5,0.3,0.2,0.61,2.48,0.09,0.54,0.01,0.01,30.4,NA,
DO.0073,F,G8,LGDO-F-15,10/22/2011,5/22/2013,578,Bld-2 83wks,36.41,20.84,10.68,15,49.6,46.5,14.1,30.3,1721,8.3,3.27,348.9,7.9,85.9,2.2,0.7,0.4,2.8,1.65,17.9,0.46,0.15,0.08,0.59,29.7,NA,
DO.0074,F,G8,LGDO-F-15,10/27/2011,5/22/2013,573,Bld-2 83wks,35.54,8.84,11.48,16.3,51.9,45.2,14.2,31.3,1088,6.4,1.69,194.1,15.3,76.6,3,3.8,0.3,0.9,1.36,6.78,0.27,0.34,0.02,0.08,31,NA,
DO.0075,F,G8,LGDO-F-15,10/22/2011,5/22/2013,578,Bld-2 83wks,25.06,9.71,10.99,13.8,46.1,41.9,12.5,29.9,2397,6,2.34,257,31.8,52.8,6.4,8,0.2,0.9,3.09,5.13,0.62,0.77,0.02,0.09,29.3,NA,
DO.0076,F,G8,LGDO-F-16,10/24/2011,5/22/2013,576,Bld-2 83wks,29.12,5.35,8.86,12.7,41.3,46.7,14.3,30.7,659,7.8,13.17,1166.6,21.7,71.2,3,3.6,0.2,0.4,1.16,3.81,0.16,0.19,0.01,0.02,30.1,NA,
DO.0077,F,G8,LGDO-F-16,10/27/2011,5/22/2013,573,Bld-2 83wks,33.03,6.22,10.16,12.6,42.4,41.8,12.4,29.7,1539,6.2,1.96,198.7,18.3,73.3,5.1,2.8,0.1,0.3,1.14,4.56,0.32,0.17,0.01,0.02,29.6,NA,
DO.0078,F,G8,LGDO-F-16,10/25/2011,5/22/2013,575,Bld-2 83wks,30.49,4.96,9.68,13.9,43.5,44.9,14.3,31.9,1337,7.6,3.39,327.8,29.9,45.2,3.4,20.9,0.4,0.3,1.48,2.24,0.17,1.03,0.02,0.01,33.4,NA,
DO.0079,F,G8,LGDO-F-16,10/25/2011,5/22/2013,575,Bld-2 83wks,29.02,8.72,10.94,15.3,49.3,45.1,14,31.1,1166,7.3,2.16,236.4,11.3,74.9,4.5,8.4,0.3,0.6,0.99,6.52,0.39,0.73,0.03,0.05,30.5,NA,
DO.0080,F,G8,LGDO-F-16,10/27/2011,5/22/2013,573,Bld-2 83wks,27.81,7.25,10.99,15.5,48.8,44.4,14.1,31.7,1011,6.5,3.16,347.1,15.8,77.9,2.7,3,0.3,0.3,1.15,5.65,0.19,0.22,0.02,0.02,32.1,NA,
DO.0081,F,G8,LGDO-F-17,10/24/2011,5/28/2013,582,Bld-2 83wks,20.13,8.17,11.15,16.7,52.5,47.1,15,31.8,1756,6.2,1.96,218.5,11.9,83.6,1.8,1.7,0.4,0.7,0.97,6.83,0.14,0.14,0.03,0.06,31.9,NA,
DO.0082,F,G8,LGDO-F-17,10/25/2011,5/28/2013,581,Bld-2 83wks,41.36,3.4,10.14,14.8,45.8,45.2,14.6,32.4,1271,5.2,2.46,249.1,28,56.4,5.4,9.7,0.4,0.1,0.95,1.92,0.18,0.33,0.01,0,33,NA,
DO.0084,F,G8,LGDO-F-17,10/22/2011,5/28/2013,584,Bld-2 83wks,36.08,5.23,10.88,15.8,49.8,45.7,14.5,31.7,1332,5.7,4.15,451.8,23.8,68.5,3.6,3.2,0.4,0.4,1.25,3.58,0.19,0.17,0.02,0.02,32.1,NA,
DO.0085,F,G8,LGDO-F-17,10/25/2011,5/28/2013,581,Bld-2 83wks,34.68,11.51,10.85,15.7,49.3,45.4,14.5,31.8,1335,5.6,2.53,274.9,7.8,86.3,1.9,3,0.5,0.5,0.9,9.93,0.22,0.34,0.06,0.06,32.5,NA,
DO.0086,F,G8,LGDO-F-18,10/23/2011,5/28/2013,583,Bld-2 83wks,23.91,27.63,10.82,11.7,40.7,37.6,10.8,28.8,2880,7.3,4.43,479.3,33.9,59.4,3,2.5,0.4,0.9,9.37,16.41,0.83,0.69,0.1,0.24,29.6,NA,
DO.0087,F,G8,LGDO-F-18,10/26/2011,5/28/2013,580,Bld-2 83wks,58.49,4.72,10.69,14.4,47.5,44.4,13.5,30.4,1446,6.4,3.42,365.8,23,64.8,7.8,3.7,0.2,0.5,1.09,3.06,0.37,0.17,0.01,0.02,30.6,NA,
DO.0088,F,G8,LGDO-F-18,10/23/2011,5/28/2013,583,Bld-2 83wks,37.26,9.37,9.7,15.1,48.2,49.7,15.6,31.4,1527,6,4.01,389.1,15.7,76.7,4.3,2.4,0.3,0.5,1.47,7.19,0.41,0.22,0.03,0.05,31.5,NA,
DO.0089,F,G8,LGDO-F-18,10/27/2011,5/28/2013,579,Bld-2 83wks,43.67,5.54,11.34,16.1,50.3,44.4,14.2,32,1168,6,2.32,263.5,20.2,69.8,3.9,5.1,0.6,0.4,1.12,3.87,0.22,0.28,0.03,0.02,32.5,NA,
DO.0090,F,G8,LGDO-F-18,10/24/2011,5/28/2013,582,Bld-2 83wks,29.89,3.75,10.27,16,50.3,49,15.6,31.8,828,7.1,3.16,324.6,28.9,35.8,4.5,30.4,0.3,0.1,1.08,1.34,0.17,1.14,0.01,0.01,32,NA,
DO.0093,F,G8,LGDO-F-19,10/23/2011,5/28/2013,583,Bld-2 83wks,39.14,6.52,11.66,16.7,51,43.8,14.3,32.7,1748,6.7,2.38,277.9,15,78.9,3.4,2,0.3,0.4,0.98,5.15,0.22,0.13,0.02,0.02,33.7,NA,
DO.0094,F,G8,LGDO-F-19,10/23/2011,5/28/2013,583,Bld-2 83wks,49.01,7.73,11.46,16,52.1,45.5,14,30.7,1220,6,2.45,281.2,11.3,84.2,1.3,2.5,0.3,0.4,0.87,6.5,0.1,0.2,0.03,0.03,31,NA,
DO.0095,F,G8,LGDO-F-19,10/24/2011,5/28/2013,582,Bld-2 83wks,28.25,5.33,11.16,16.3,51,45.7,14.6,31.9,1196,5.5,3.43,383.2,24.5,62.8,6.1,5.1,0.6,0.9,1.31,3.35,0.32,0.27,0.03,0.05,32.1,NA,
DO.0096,F,G8,LGDO-F-20,10/22/2011,5/28/2013,584,Bld-2 83wks,40.41,3.96,9.87,14.2,45.9,46.5,14.4,31,1355,6,2.77,272.9,11.1,84,2.6,2,0.5,0.3,0.44,3.33,0.1,0.08,0.02,0.01,30.9,NA,
DO.0097,F,G8,LGDO-F-20,10/22/2011,5/28/2013,584,Bld-2 83wks,34.06,8.91,11.68,16.3,52.6,45.1,13.9,30.9,2017,6,2.73,318.7,10.2,85.2,2,1.6,0.4,0.6,0.91,7.59,0.18,0.15,0.03,0.05,31.5,NA,
DO.0098,F,G8,LGDO-F-20,10/22/2011,5/28/2013,584,Bld-2 83wks,26.42,3.44,12.08,17.1,54.6,45.2,14.1,31.3,1041,6.4,2.14,259,23.5,65.6,3.7,6.1,0.9,0.2,0.81,2.26,0.13,0.21,0.03,0.01,30.9,NA,
DO.0099,F,G8,LGDO-F-20,10/23/2011,5/28/2013,583,Bld-2 83wks,23.82,5.36,7.54,9.7,35.1,46.6,12.9,27.7,1212,8.1,3.27,246.8,70,21.6,2,2.3,0.6,3.5,3.75,1.16,0.11,0.12,0.03,0.19,27.5,NA,
DO.0101,F,G8,LGDO-F-21,10/22/2011,6/5/2013,592,Bld-2 83wks,58.54,4.57,10.98,15.6,48.2,43.9,14.2,32.4,566,6.6,2.58,283,13.5,52.4,3.4,30.4,0.3,0.1,0.62,2.39,0.15,1.39,0.01,0,31.3,NA,
DO.0102,F,G8,LGDO-F-21,10/24/2011,6/5/2013,590,Bld-2 83wks,25.54,9.07,10.24,16.2,50,48.9,15.8,32.3,1347,5.1,3.04,311.8,7.5,87.8,2,1.7,0.3,0.8,0.68,7.96,0.18,0.15,0.03,0.07,32.1,NA,
DO.0104,F,G8,LGDO-F-21A,10/25/2011,6/5/2013,589,Bld-2 83wks,40.38,13.33,9.66,14.6,44.1,45.6,15.2,33.2,1951,5.3,3.91,377.9,17.8,72.8,3.1,4.3,0.3,1.7,2.37,9.7,0.41,0.57,0.04,0.23,33.6,NA,
DO.0106,F,G8,LGDO-F-22,10/22/2011,6/5/2013,592,Bld-2 83wks,40.69,8.38,10.06,15.6,48.7,48.4,15.5,32,1043,5.3,3.04,305.7,23.5,59,2,14.7,0.4,0.3,1.97,4.94,0.17,1.23,0.04,0.03,31.3,NA,
DO.0107,F,G8,LGDO-F-22,10/25/2011,6/5/2013,589,Bld-2 83wks,38.3,8.98,10.52,15.2,47.7,45.3,14.4,31.8,1459,5.3,2.95,310.8,20.3,74,2.3,2.3,0.3,0.8,1.82,6.65,0.21,0.21,0.03,0.07,31.6,NA,
DO.0108,F,G8,LGDO-F-22,10/23/2011,6/5/2013,591,Bld-2 83wks,29.33,7.33,11.09,16,50.9,45.9,14.4,31.4,1516,5.3,2.51,278.7,20,70.9,2.5,5.5,0.3,0.9,1.47,5.2,0.18,0.4,0.02,0.06,32.1,NA,
DO.0109,F,G8,LGDO-F-22,10/23/2011,6/5/2013,591,Bld-2 83wks,33.25,6.04,11.33,16.5,51.7,45.7,14.5,31.8,1270,6.1,3.01,340.4,20.2,67,4,7.9,0.6,0.3,1.22,4.04,0.24,0.47,0.04,0.02,31.8,NA,
DO.0113,F,G8,LGDO-F-23,10/22/2011,6/5/2013,592,Bld-2 83wks,26.04,6.54,9.49,12.9,40.7,42.9,13.6,31.7,995,5.2,2.51,238,35.1,54.8,5.2,2.6,0.4,1.7,2.3,3.59,0.34,0.17,0.03,0.11,32.4,NA,
DO.0114,F,G8,LGDO-F-23,10/22/2011,6/5/2013,592,Bld-2 83wks,32.03,4.93,11.32,14.5,47.8,42.3,12.8,30.4,1612,5.1,3.21,362.9,16,79.2,2.5,1.7,0.4,0.3,0.79,3.9,0.12,0.08,0.02,0.01,30.8,NA,
DO.0115,F,G8,LGDO-F-23,10/22/2011,6/5/2013,592,Bld-2 83wks,35.82,1.96,11.09,17.6,54.2,48.8,15.9,32.5,1464,5.8,2.93,325.1,41.7,50.1,5,2.7,0.8,0.4,0.82,0.98,0.1,0.05,0.01,0.01,33.2,NA,
DO.0116,F,G8,LGDO-F-24,10/23/2011,6/5/2013,591,Bld-2 83wks,39.02,6.54,11.18,15.3,50.4,45.1,13.7,30.3,1807,5.5,2.67,298.6,19.5,70.4,6.9,2.6,0.2,0.4,1.27,4.61,0.45,0.17,0.01,0.03,30.6,NA,
DO.0117,F,G8,LGDO-F-24,10/22/2011,6/5/2013,592,Bld-2 83wks,33.71,3.4,7.55,10.9,36,47.7,14.4,30.2,852,7.2,9.97,753.6,52.5,37,3.9,1.9,0.5,4.2,1.79,1.26,0.13,0.07,0.02,0.14,30.2,NA,
DO.0120,F,G8,LGDO-F-24,10/27/2011,6/5/2013,587,Bld-2 83wks,34.83,7.5,11.67,16.2,50.2,43,13.9,32.2,1506,6.4,2.99,349.6,8.2,68.6,2.7,19.6,0.2,0.6,0.62,5.15,0.2,1.47,0.02,0.04,31.7,NA,
DO.0141,F,G9,LGDO-F-29,2/20/2012,9/24/2013,582,Bld-2 83wks,40.87,6.88,10.24,15.2,44.6,43.6,14.8,34,1468,5.1,2.2,225.5,19.4,68.6,5,6.2,0.4,0.4,1.34,4.72,0.34,0.43,0.02,0.03,32.3,NA,
DO.0142,F,G9,,2/21/2012,9/24/2013,581,Bld-2 83wks,20.7,6.68,10.76,15.7,45.6,42.4,14.6,34.5,944,5.2,2.25,242.3,14.3,81.8,1.6,1.4,0.3,0.6,0.96,5.47,0.11,0.09,0.02,0.04,32.4,NA,
DO.0143,F,G9,LGDO-F-29,2/22/2012,9/24/2013,580,Bld-2 83wks,23.77,6.68,7.88,10.9,33.5,42.6,13.8,32.4,2370,4.7,3.06,241.1,35.9,52.2,3.5,7.8,0.2,0.2,2.4,3.49,0.24,0.52,0.01,0.02,31.1,NA,
DO.0146,F,G9,LGDO-F-30,2/23/2012,9/24/2013,579,Bld-2 83wks,33.42,4.23,11.11,17.4,50.9,45.9,15.7,34.2,1555,5.2,2.06,229.3,34.2,56.5,5,2.4,0.6,1.2,1.45,2.39,0.21,0.1,0.02,0.05,32.2,NA,
DO.0147,F,G9,LGDO-F-30,2/19/2012,9/24/2013,583,Bld-2 83wks,26.52,4.97,10.56,16.3,46.8,44.3,15.5,34.9,1185,5.1,3.32,350.7,26.3,63.8,6.8,2.3,0.4,0.4,1.31,3.17,0.34,0.11,0.02,0.02,33.2,NA,
DO.0148,F,G9,LGDO-F-30,2/21/2012,9/24/2013,581,Bld-2 83wks,40.74,6.87,11,16.7,48.3,43.9,15.2,34.7,1446,5.2,2.43,267.8,12.8,78.7,5.4,2.6,0.2,0.4,0.88,5.4,0.37,0.18,0.01,0.03,32.4,NA,
DO.0150,F,G9,LGDO-F-30,2/22/2012,9/24/2013,580,Bld-2 83wks,37.48,6.75,10.08,15.4,46.8,46.5,15.3,32.8,1431,5.2,3.8,383.1,17.2,72.1,5.4,4,0.3,1,1.16,4.87,0.37,0.27,0.02,0.07,30.8,NA,
DO.0152,F,G9,LGDO-F-31,2/24/2012,9/24/2013,578,Bld-2 83wks,40.48,3.42,10.48,15.6,46.7,44.6,14.9,33.3,1650,5.4,3.05,319.9,19.8,74.8,2.1,2.5,0.4,0.3,0.68,2.56,0.07,0.09,0.01,0.01,32,NA,
DO.0153,F,G9,LGDO-F-31,2/19/2012,9/24/2013,583,Bld-2 83wks,29.08,7.32,10.8,16.7,47.9,44.4,15.4,34.8,1161,5.4,2.8,302,13.5,78.3,4.9,2.8,0.2,0.3,0.99,5.73,0.36,0.2,0.02,0.02,32.9,NA,
DO.0154,F,G9,LGDO-F-31,2/21/2012,9/24/2013,581,Bld-2 83wks,28.97,4.57,11.2,16.4,48.3,43.1,14.6,33.9,1428,5,2.37,265.2,11.3,79,4.2,5,0.2,0.4,0.52,3.61,0.19,0.23,0.01,0.02,31.6,NA,
DO.0155,F,G9,LGDO-F-31,2/22/2012,9/24/2013,580,Bld-2 83wks,27.8,16.15,11.31,17.7,51.6,45.6,15.6,34.3,1458,5.5,3.66,413.6,12.6,76.9,1.8,6.9,0.5,1.2,2.04,12.43,0.29,1.11,0.09,0.2,32.4,NA,
DO.0157,F,G9,LGDO-F-32,2/18/2012,9/24/2013,584,Bld-2 83wks,38.96,7.96,10.86,16.8,50.1,46.1,15.5,33.5,1190,5.9,2.4,260.7,15.1,78.3,3.6,2.4,0.3,0.4,1.2,6.23,0.28,0.19,0.03,0.03,31.5,NA,
DO.0158,F,G9,LGDO-F-32,2/20/2012,9/24/2013,582,Bld-2 83wks,25.08,14.85,9.52,14.2,41.5,43.6,14.9,34.3,1683,5.5,3.19,303.5,10.9,80.1,6.4,0.8,0.6,1.2,1.62,11.9,0.95,0.12,0.09,0.18,32.8,NA,
DO.0159,F,G9,LGDO-F-32,2/21/2012,9/24/2013,581,Bld-2 83wks,25.66,12.75,10.05,15.2,47.1,46.8,15.2,32.4,1514,5.1,2.43,244.2,15.7,77.5,2.5,3.5,0.3,0.6,2,9.88,0.32,0.45,0.03,0.07,29.7,NA,
DO.0181,F,G10,LGDO-F-37,5/16/2012,12/10/2013,573,Bld-2 83wks,33.31,4.88,10.45,15.6,46.5,44.5,15,33.6,794,5.1,3.57,373.5,20,75.3,1.8,1.3,0.4,1.3,0.98,3.68,0.09,0.06,0.02,0.06,32.5,NA,
DO.0182,F,G10,LGDO-F-37,5/15/2012,12/10/2013,574,Bld-2 83wks,41.52,6.98,10.89,16.7,52.9,48.5,15.4,31.6,1914,4.4,3.72,404.8,20,72.9,3,2.5,0.5,1.2,1.4,5.09,0.21,0.17,0.03,0.08,30.6,NA,
DO.0183,F,G10,LGDO-F-37,5/12/2012,12/10/2013,577,Bld-2 83wks,18.31,5.41,9.7,15.7,50.3,51.8,16.2,31.2,2152,4.6,0.54,52.5,30.6,54.8,4.8,8.7,0.4,0.8,1.65,2.96,0.26,0.47,0.02,0.04,30.6,NA,
DO.0184,F,G10,LGDO-F-37,5/15/2012,12/10/2013,574,Bld-2 83wks,35.94,12.77,12.28,15.8,48.2,39.2,12.9,32.9,1311,4.4,2.45,300.5,18.9,75,1.5,2.2,0.4,2.1,2.41,9.58,0.19,0.28,0.05,0.26,32.5,NA,
DO.0185,F,G10,LGDO-F-37,5/17/2012,12/10/2013,572,Bld-2 83wks,34.53,24.02,11.64,15,46.7,40.2,12.9,32.2,1403,4.2,2.62,305.1,6.8,85.3,0.8,1.5,0.7,4.8,1.64,20.5,0.18,0.37,0.17,1.15,30.7,NA,
DO.0186,F,G10,LGDO-F-38,5/15/2012,12/10/2013,574,Bld-2 83wks,28.33,13.38,11.03,17.1,50.7,46,15.5,33.7,1555,4.7,2.86,315.8,10.5,82.5,2.6,1.8,0.8,1.9,1.4,11.04,0.34,0.24,0.1,0.26,32.5,NA,
DO.0187,F,G10,LGDO-F-38,5/14/2012,12/10/2013,575,Bld-2 83wks,58.11,5.03,9.52,15.2,44.5,46.8,16,34.1,600,5.7,3.12,296.7,18,62,5.4,13.9,0.6,0.7,0.9,3.12,0.27,0.7,0.03,0.04,31.9,NA,
DO.0188,F,G10,LGDO-F-38,5/14/2012,12/10/2013,575,Bld-2 83wks,47.86,7.84,11.58,16,49.3,42.5,13.9,32.6,1517,4.3,2.55,295.4,18.4,74.5,2.6,2.8,0.3,1.4,1.44,5.84,0.2,0.22,0.02,0.11,31.1,NA,
DO.0189,F,G10,LGDO-F-38,5/16/2012,12/10/2013,573,Bld-2 83wks,52.78,8.46,10.97,17.2,51.6,47.1,15.7,33.3,1144,4.9,4.1,450.1,16,74.8,5.2,2.6,0.4,0.9,1.36,6.33,0.44,0.22,0.04,0.07,32,NA,
DO.0190,F,G10,LGDO-F-38,5/15/2012,12/10/2013,574,Bld-2 83wks,42.61,6.67,9.3,15,45.1,48.5,16.2,33.4,1495,4.7,3.39,315.4,15.1,78.9,2.3,1.6,0.2,1.8,1.01,5.27,0.15,0.11,0.02,0.12,32.3,NA,
DO.0191,F,G10,LGDO-F-39,5/15/2012,12/10/2013,574,Bld-2 83wks,26.25,8.57,9.79,14.4,42.5,43.4,14.7,33.9,1141,4.4,4.99,488.8,12,81.7,3,1.1,0.4,1.8,1.03,7,0.25,0.09,0.04,0.15,32.9,NA,
DO.0192,F,G10,LGDO-F-39,5/15/2012,12/10/2013,574,Bld-2 83wks,30.42,6.43,7.32,12.1,39.4,53.8,16.5,30.7,926,5.3,13.03,954,52.7,32.1,1.6,5.9,0.5,7.2,3.39,2.06,0.1,0.38,0.03,0.46,28.3,NA,
DO.0193,F,G10,LGDO-F-39,5/13/2012,12/10/2013,576,Bld-2 83wks,28.07,9.53,10.42,15.6,47.7,45.8,15,32.7,1119,4.7,4.3,448.1,13.5,80.5,1.7,2.8,0.2,1.3,1.29,7.66,0.16,0.27,0.02,0.12,30.6,NA,
DO.0194,F,G10,LGDO-F-39,5/15/2012,12/10/2013,574,Bld-2 83wks,39.79,7.21,11.02,16.5,48.7,44.1,14.9,33.8,1072,4.7,4.31,474.7,12.2,82.4,2.5,1.2,0.5,1.3,0.88,5.94,0.18,0.08,0.03,0.09,32.4,NA,
DO.0195,F,G10,LGDO-F-39,5/13/2012,12/10/2013,576,Bld-2 83wks,28.62,5.03,11.25,15.3,47.9,42.6,13.6,31.9,1016,4.3,2.53,284.7,20.8,71.3,3.1,3.9,0.2,0.8,1.04,3.58,0.16,0.2,0.01,0.04,30.7,NA,
DO.0197,F,G10,LGDO-F-40,5/12/2012,12/10/2013,577,Bld-2 83wks,33.3,10.73,7.95,11.5,36.6,46,14.5,31.5,909,5.8,7.6,604.5,25.8,63.1,2.3,2.8,1.6,4.5,2.76,6.77,0.24,0.3,0.17,0.48,30.1,NA,
DO.0198,F,G10,LGDO-F-40,5/16/2012,12/10/2013,573,Bld-2 83wks,29.93,7.99,10.24,16.7,50.2,49,16.3,33.4,1323,4.6,3,307.4,20.3,69,4.7,5,0.5,0.6,1.62,5.51,0.37,0.4,0.04,0.05,31.9,NA,
DO.0199,F,G10,LGDO-F-40,5/14/2012,12/10/2013,575,Bld-2 83wks,47.04,3.91,8.65,11.9,37.6,43.5,13.7,31.6,1439,4.8,3.71,321.1,28.7,63.6,2.2,2,0.5,3.4,1.12,2.49,0.09,0.08,0.02,0.13,30.2,NA,
